id;settings;time;tree
10;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};40.761;[lambda x: x['F0'] > 0.4464999650775251,[lambda x: x['F1'] > 0.6490436050177726,[lambda x: x['F5'] == 'E',[lambda x: x['F1'] > 0.349192553677365,[None],[None]],[lambda x: x['F4'] == 'Y',[None],[None]]],[lambda x: x['F2'] > 0.44804983616917005,[lambda x: x['F1'] > 0.8435286887112777,[None],[None]],[lambda x: x['F5'] == 'C',[None],[None]]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.24987583249993905,[None],[None]],[lambda x: x['F2'] > 0.8470773274238627,[None],[None]]],[lambda x: x['F0'] > 0.5460666636691769,[lambda x: x['F2'] > 0.74953601377869,[None],[None]],[lambda x: x['F5'] == 'A',[None],[None]]]]]
11;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};60.696;[lambda x: x['F0'] > 0.4464999650775251,[lambda x: x['F1'] > 0.5540820968491349,[lambda x: x['F5'] == 'E',[lambda x: x['F1'] > 0.349192553677365,[lambda x: x['F2'] > 0.74953601377869,[None],[None]],[lambda x: x['F2'] > 0.1512431502614036,[None],[None]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.34679289411072606,[None],[None]],[lambda x: x['F2'] > 0.34894454407581876,[None],[None]]]],[lambda x: x['F5'] == 'C',[lambda x: x['F1'] > 0.7413258874479312,[lambda x: x['F5'] == 'B',[None],[None]],[lambda x: x['F2'] > 0.44804983616917005,[None],[None]]],[lambda x: x['F1'] > 0.8435286887112777,[lambda x: x['F0'] > 0.14996955416744695,[None],[None]],[lambda x: x['F0'] > 0.34679289411072606,[None],[None]]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F4'] == 'Y',[lambda x: x['F2'] > 0.44804983616917005,[lambda x: x['F1'] > 0.7413258874479312,[None],[None]],[lambda x: x['F1'] > 0.048067219855633225,[None],[None]]],[lambda x: x['F5'] == 'A',[lambda x: x['F1'] > 0.349192553677365,[None],[None]],[lambda x: x['F0'] > 0.5460666636691769,[None],[None]]]],[lambda x: x['F2'] > 0.8470773274238627,[lambda x: x['F2'] > 0.1512431502614036,[lambda x: x['F0'] > 0.5460666636691769,[None],[None]],[lambda x: x['F0'] > 0.5460666636691769,[None],[None]]],[lambda x: x['F2'] > 0.9493215765252953,[lambda x: x['F5'] == 'E',[None],[None]],[lambda x: x['F1'] > 0.9493937720710792,[None],[None]]]]]]
12;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};15.483;[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[None],[None]],[lambda x: x['F1'] > 0.6552166701165012,[None],[None]]]
13;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};28.119;[lambda x: x['F1'] > 0.6552166701165012,[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[None],[None]],[lambda x: x['F1'] > 0.5565249124656726,[None],[None]]],[lambda x: x['F2'] > 0.15433293757979372,[lambda x: x['F0'] > 0.34348143673106474,[None],[None]],[lambda x: x['F1'] > 0.7530933789665457,[None],[None]]]]
14;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};83.125;[lambda x: x['F1'] > 0.6552166701165012,[lambda x: x['F5'] == 'B',[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[None],[None]],[lambda x: x['F1'] > 0.5565249124656726,[None],[None]]],[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F1'] > 0.05455668791388041,[None],[None]],[lambda x: x['F4'] == 'X',[None],[None]]]],[lambda x: x['F1'] > 0.8477418414598454,[lambda x: x['F2'] > 0.15433293757979372,[lambda x: x['F0'] > 0.2491195386836893,[None],[None]],[lambda x: x['F1'] > 0.7530933789665457,[None],[None]]],[lambda x: x['F5'] == 'D',[lambda x: x['F5'] == 'B',[None],[None]],[lambda x: x['F3'] < 0.5,[None],[None]]]]]
15;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};115.502;[lambda x: x['F1'] > 0.6552166701165012,[lambda x: x['F1'] > 0.05455668791388041,[lambda x: x['F5'] == 'D',[lambda x: x['F2'] > 0.9500943978189845,[lambda x: x['F5'] == 'C',[None],[None]],[lambda x: x['F4'] == 'X',[None],[None]]],[lambda x: x['F0'] > 0.5512518746190322,[lambda x: x['F4'] == 'Z',[None],[None]],[lambda x: x['F0'] > 0.9515451755791036,[None],[None]]]],[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[lambda x: x['F1'] > 0.3578656804679509,[None],[None]],[lambda x: x['F2'] > 0.9500943978189845,[None],[None]]],[lambda x: x['F2'] > 0.7500474740111213,[lambda x: x['F1'] > 0.5565249124656726,[None],[None]],[lambda x: x['F2'] > 0.847246645519018,[None],[None]]]]],[lambda x: x['F1'] > 0.8477418414598454,[lambda x: x['F4'] == 'Z',[lambda x: x['F0'] > 0.2491195386836893,[lambda x: x['F2'] > 0.15433293757979372,[None],[None]],[lambda x: x['F2'] > 0.15433293757979372,[None],[None]]],[lambda x: x['F1'] > 0.7530933789665457,[lambda x: x['F2'] > 0.15433293757979372,[None],[None]],[lambda x: x['F5'] == 'B',[None],[None]]]],[lambda x: x['F5'] == 'D',[lambda x: x['F0'] > 0.842089113194941,[lambda x: x['F5'] == 'B',[None],[None]],[lambda x: x['F3'] < 0.5,[None],[None]]],[lambda x: x['F2'] > 0.847246645519018,[lambda x: x['F3'] < 0.5,[None],[None]],[lambda x: x['F0'] > 0.44916492190733726,[None],[None]]]]]]
16;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};31.296;[lambda x: x['F3'] < 0.5,[lambda x: x['F1'] > 0.35700119665483976,[None],[None]],[lambda x: x['F1'] > 0.6472761720775132,[None],[None]]]
17;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};54.559;[lambda x: x['F3'] < 0.5,[lambda x: x['F1'] > 0.45265463376326626,[lambda x: x['F1'] > 0.35700119665483976,[None],[None]],[lambda x: x['F5'] == 'B',[None],[None]]],[lambda x: x['F0'] > 0.44469886429497546,[lambda x: x['F1'] > 0.6472761720775132,[None],[None]],[lambda x: x['F4'] == 'Z',[None],[None]]]]
18;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};50.903;[lambda x: x['F3'] < 0.5,[lambda x: x['F5'] == 'B',[lambda x: x['F1'] > 0.35700119665483976,[lambda x: x['F5'] == 'C',[None],[None]],[lambda x: x['F1'] > 0.45265463376326626,[None],[None]]],[lambda x: x['F1'] > 0.25388528208245176,[lambda x: x['F2'] > 0.2546170679612821,[None],[None]],[lambda x: x['F2'] > 0.7578677871955696,[None],[None]]]],[lambda x: x['F0'] > 0.44469886429497546,[lambda x: x['F1'] > 0.6472761720775132,[lambda x: x['F2'] > 0.8518770512420665,[None],[None]],[lambda x: x['F5'] == 'E',[None],[None]]],[lambda x: x['F4'] == 'Z',[lambda x: x['F2'] > 0.8518770512420665,[None],[None]],[lambda x: x['F0'] > 0.5492518337952095,[None],[None]]]]]
19;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};67.773;[lambda x: x['F3'] < 0.5,[lambda x: x['F5'] == 'B',[lambda x: x['F1'] > 0.35700119665483976,[lambda x: x['F5'] == 'C',[lambda x: x['F2'] > 0.8518770512420665,[None],[None]],[lambda x: x['F2'] > 0.5566269783799325,[None],[None]]],[lambda x: x['F0'] > 0.5492518337952095,[lambda x: x['F1'] > 0.45265463376326626,[None],[None]],[lambda x: x['F2'] > 0.8518770512420665,[None],[None]]]],[lambda x: x['F2'] > 0.8518770512420665,[lambda x: x['F1'] > 0.35700119665483976,[lambda x: x['F4'] == 'X',[None],[None]],[lambda x: x['F0'] > 0.8456680924823112,[None],[None]]],[lambda x: x['F0'] > 0.5492518337952095,[lambda x: x['F4'] == 'Y',[None],[None]],[lambda x: x['F4'] == 'Y',[None],[None]]]]],[lambda x: x['F2'] > 0.8518770512420665,[lambda x: x['F1'] > 0.6472761720775132,[lambda x: x['F0'] > 0.44469886429497546,[lambda x: x['F2'] > 0.5566269783799325,[None],[None]],[lambda x: x['F4'] == 'Z',[None],[None]]],[lambda x: x['F2'] > 0.35921216536455985,[lambda x: x['F1'] > 0.9538490216132631,[None],[None]],[lambda x: x['F0'] > 0.44469886429497546,[None],[None]]]],[lambda x: x['F0'] > 0.6518908788002283,[lambda x: x['F5'] == 'D',[lambda x: x['F0'] > 0.5492518337952095,[None],[None]],[lambda x: x['F1'] > 0.5457472402340857,[None],[None]]],[lambda x: x['F0'] > 0.9498836130889545,[lambda x: x['F2'] > 0.954087604953458,[None],[None]],[lambda x: x['F5'] == 'D',[None],[None]]]]]]
