id;settings;time;results 
41;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_10_0", "test-file": "generated_dataset_00200_1_10_0", "core-file": "generated_dataset_00200_1_10_0"};0.0400040149688721;[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'B',[None],[None]],[None]],[None]] 
42;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_10_1", "test-file": "generated_dataset_00200_1_10_1", "core-file": "generated_dataset_00200_1_10_1"};0.0168588161468506;[lambda x: x['F3'] > 0,[None],[None]] 
43;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_10_2", "test-file": "generated_dataset_00200_1_10_2", "core-file": "generated_dataset_00200_1_10_2"};0.0115561485290527;[None] 
44;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_10_3", "test-file": "generated_dataset_00200_1_10_3", "core-file": "generated_dataset_00200_1_10_3"};0.021169900894165;[lambda x: x['F4'] == 'Z',[None],[lambda x: x['F2'] > 0.59554,[None],[None]]] 
45;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_10_4", "test-file": "generated_dataset_00200_1_10_4", "core-file": "generated_dataset_00200_1_10_4"};0.0159919261932373;[lambda x: x['F3'] > 0,[None],[None]] 
46;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_50_0", "test-file": "generated_dataset_00200_1_50_0", "core-file": "generated_dataset_00200_1_50_0"};0.0212790966033936;[lambda x: x['F5'] == 'B',[lambda x: x['F1'] > 0.76497,[None],[None]],[None]] 
47;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_50_1", "test-file": "generated_dataset_00200_1_50_1", "core-file": "generated_dataset_00200_1_50_1"};0.0111780166625977;[None] 
48;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_50_2", "test-file": "generated_dataset_00200_1_50_2", "core-file": "generated_dataset_00200_1_50_2"};0.0109431743621826;[None] 
49;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_50_3", "test-file": "generated_dataset_00200_1_50_3", "core-file": "generated_dataset_00200_1_50_3"};0.0158820152282715;[lambda x: x['F2'] > 0.30616,[None],[None]] 
50;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_50_4", "test-file": "generated_dataset_00200_1_50_4", "core-file": "generated_dataset_00200_1_50_4"};0.0117030143737793;[None] 
51;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_80_0", "test-file": "generated_dataset_00200_1_80_0", "core-file": "generated_dataset_00200_1_80_0"};0.0180339813232422;[lambda x: x['F0'] > 0.49766,[None],[None]] 
52;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_80_1", "test-file": "generated_dataset_00200_1_80_1", "core-file": "generated_dataset_00200_1_80_1"};0.0115089416503906;[None] 
53;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_80_2", "test-file": "generated_dataset_00200_1_80_2", "core-file": "generated_dataset_00200_1_80_2"};0.0192151069641113;[lambda x: x['F1'] > 0.6749,[None],[lambda x: x['F4'] == 'X',[None],[None]]] 
54;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_80_3", "test-file": "generated_dataset_00200_1_80_3", "core-file": "generated_dataset_00200_1_80_3"};0.0284698009490967;[lambda x: x['F2'] > 0.61683,[None],[None]] 
55;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00200_1_80_4", "test-file": "generated_dataset_00200_1_80_4", "core-file": "generated_dataset_00200_1_80_4"};0.0158960819244385;[None] 
56;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_10_0", "test-file": "generated_dataset_00500_1_10_0", "core-file": "generated_dataset_00500_1_10_0"};0.0338900089263916;[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'B',[None],[lambda x: x['F0'] > 0.60785,[None],[None]]],[None]],[lambda x: x['F5'] == 'B',[None],[None]]] 
57;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_10_1", "test-file": "generated_dataset_00500_1_10_1", "core-file": "generated_dataset_00500_1_10_1"};0.0235719680786133;[lambda x: x['F3'] > 0,[lambda x: x['F2'] > 0.55951,[None],[None]],[None]] 
58;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_10_2", "test-file": "generated_dataset_00500_1_10_2", "core-file": "generated_dataset_00500_1_10_2"};0.0117058753967285;[None] 
59;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_10_3", "test-file": "generated_dataset_00500_1_10_3", "core-file": "generated_dataset_00500_1_10_3"};0.0349318981170654;[lambda x: x['F4'] == 'Z',[None],[lambda x: x['F2'] > 0.60358,[None],[None]]] 
60;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_10_4", "test-file": "generated_dataset_00500_1_10_4", "core-file": "generated_dataset_00500_1_10_4"};0.0193569660186768;[lambda x: x['F3'] > 0,[None],[None]] 
61;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_50_0", "test-file": "generated_dataset_00500_1_50_0", "core-file": "generated_dataset_00500_1_50_0"};0.0234298706054688;[lambda x: x['F1'] > 0.76497,[lambda x: x['F5'] == 'B',[None],[None]],[None]] 
62;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_50_1", "test-file": "generated_dataset_00500_1_50_1", "core-file": "generated_dataset_00500_1_50_1"};0.0131080150604248;[None] 
63;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_50_2", "test-file": "generated_dataset_00500_1_50_2", "core-file": "generated_dataset_00500_1_50_2"};0.0256819725036621;[None] 
64;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_50_3", "test-file": "generated_dataset_00500_1_50_3", "core-file": "generated_dataset_00500_1_50_3"};0.0240628719329834;[lambda x: x['F2'] > 0.80781,[None],[lambda x: x['F0'] > 0.50965,[None],[None]]] 
65;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_50_4", "test-file": "generated_dataset_00500_1_50_4", "core-file": "generated_dataset_00500_1_50_4"};0.022942066192627;[lambda x: x['F4'] == 'Y',[None],[lambda x: x['F5'] == 'A',[None],[None]]] 
66;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_80_0", "test-file": "generated_dataset_00500_1_80_0", "core-file": "generated_dataset_00500_1_80_0"};0.0174539089202881;[lambda x: x['F0'] > 0.51148,[None],[None]] 
67;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_80_1", "test-file": "generated_dataset_00500_1_80_1", "core-file": "generated_dataset_00500_1_80_1"};0.0417988300323486;[lambda x: x['F5'] == 'A',[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.76434,[None],[None]],[None]],[None]] 
68;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_80_2", "test-file": "generated_dataset_00500_1_80_2", "core-file": "generated_dataset_00500_1_80_2"};0.0179018974304199;[lambda x: x['F1'] > 0.6749,[None],[None]] 
69;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_80_3", "test-file": "generated_dataset_00500_1_80_3", "core-file": "generated_dataset_00500_1_80_3"};0.0270588397979736;[lambda x: x['F2'] > 0.62285,[lambda x: x['F4'] == 'X',[None],[None]],[lambda x: x['F5'] == 'B',[None],[None]]] 
70;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_00500_1_80_4", "test-file": "generated_dataset_00500_1_80_4", "core-file": "generated_dataset_00500_1_80_4"};0.0351660251617432;[lambda x: x['F2'] > 0.61588,[lambda x: x['F5'] == 'D',[None],[None]],[None]] 
71;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_10_0", "test-file": "generated_dataset_01000_1_10_0", "core-file": "generated_dataset_01000_1_10_0"};0.0448479652404785;[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'B',[None],[lambda x: x['F0'] > 0.56182,[None],[None]]],[None]],[lambda x: x['F5'] == 'B',[lambda x: x['F5'] == 'E',[None],[lambda x: x['F1'] > 0.53794,[None],[None]]],[None]]] 
72;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_10_1", "test-file": "generated_dataset_01000_1_10_1", "core-file": "generated_dataset_01000_1_10_1"};0.0292987823486328;[lambda x: x['F3'] > 0,[lambda x: x['F2'] > 0.56405,[None],[None]],[None]] 
73;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_10_2", "test-file": "generated_dataset_01000_1_10_2", "core-file": "generated_dataset_01000_1_10_2"};0.017676830291748;[None] 
74;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_10_3", "test-file": "generated_dataset_01000_1_10_3", "core-file": "generated_dataset_01000_1_10_3"};0.044827938079834;[lambda x: x['F4'] == 'Z',[None],[lambda x: x['F2'] > 0.59618,[lambda x: x['F0'] > 0.96407,[None],[None]],[None]]] 
75;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_10_4", "test-file": "generated_dataset_01000_1_10_4", "core-file": "generated_dataset_01000_1_10_4"};0.0463900566101074;[lambda x: x['F3'] > 0,[lambda x: x['F4'] == 'Z',[None],[None]],[lambda x: x['F0'] > 0.6124,[None],[None]]] 
76;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_50_0", "test-file": "generated_dataset_01000_1_50_0", "core-file": "generated_dataset_01000_1_50_0"};0.04557204246521;[lambda x: x['F1'] > 0.76674,[lambda x: x['F5'] == 'B',[lambda x: x['F4'] == 'Y',[lambda x: x['F2'] > 0.33291,[None],[None]],[lambda x: x['F0'] > 0.66633,[None],[None]]],[None]],[None]] 
77;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_50_1", "test-file": "generated_dataset_01000_1_50_1", "core-file": "generated_dataset_01000_1_50_1"};0.0285170078277588;[None] 
78;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_50_2", "test-file": "generated_dataset_01000_1_50_2", "core-file": "generated_dataset_01000_1_50_2"};0.0226879119873047;[lambda x: x['F2'] > 0.85067,[None],[None]] 
79;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_50_3", "test-file": "generated_dataset_01000_1_50_3", "core-file": "generated_dataset_01000_1_50_3"};0.0307910442352295;[lambda x: x['F2'] > 0.63527,[lambda x: x['F5'] == 'A',[None],[None]],[None]] 
80;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_50_4", "test-file": "generated_dataset_01000_1_50_4", "core-file": "generated_dataset_01000_1_50_4"};0.0445680618286133;[lambda x: x['F4'] == 'Y',[lambda x: x['F1'] > 0.63995,[None],[lambda x: x['F0'] > 0.59007,[None],[None]]],[lambda x: x['F5'] == 'A',[None],[None]]] 
81;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_80_0", "test-file": "generated_dataset_01000_1_80_0", "core-file": "generated_dataset_01000_1_80_0"};0.0349488258361816;[lambda x: x['F0'] > 0.67946,[None],[lambda x: x['F0'] > 0.8844,[None],[lambda x: x['F5'] == 'B',[None],[None]]]] 
82;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_80_1", "test-file": "generated_dataset_01000_1_80_1", "core-file": "generated_dataset_01000_1_80_1"};0.0474879741668701;[lambda x: x['F4'] == 'Y',[lambda x: x['F5'] == 'A',[lambda x: x['F0'] > 0.44657,[None],[None]],[lambda x: x['F0'] > 0.38706,[None],[None]]],[lambda x: x['F3'] > 0,[None],[lambda x: x['F0'] > 0.37387,[None],[None]]]] 
83;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_80_2", "test-file": "generated_dataset_01000_1_80_2", "core-file": "generated_dataset_01000_1_80_2"};0.040165901184082;[lambda x: x['F1'] > 0.65209,[None],[lambda x: x['F4'] == 'X',[None],[None]]] 
84;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_01000_1_80_3", "test-file": "generated_dataset_01000_1_80_3", "core-file": "generated_dataset_01000_1_80_3"};0.0406508445739746;[lambda x: x['F2'] > 0.42207,[lambda x: x['F1'] > 0.25037,[None],[lambda x: x['F4'] == 'X',[None],[lambda x: x['F0'] > 0.40004,[None],[None]]]],[lambda x: x['F5'] == 'B',[None],[None]]] 
