id;settings;time;tree
10;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_2', 'test-file': 'generated_dataset_05000_1_50_2', 'core-file': 'generated_dataset_05000_1_50_2'};0.98;[lambda x: x['F2'] > 0.15439622661128766,[lambda x: x['F2'] > 0.05247714119805669,[lambda x: x['F0'] > 0.74664644712514,[lambda x: x['F5'] == 'D',[1.34035],[0.776659]],[lambda x: x['F1'] > 0.1467872973068301,[0.171189],[1.033503]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.4546203025918799,[0.743675],[0.538658]],[lambda x: x['F1'] > 0.05014696472612429,[0.062953],[0.492841]]]],[lambda x: x['F4'] == 'Y',[lambda x: x["F3"],[lambda x: x['F1'] > 0.9525488997425321,[0.731897],[0.437855]],[lambda x: x['F0'] > 0.9512779856369095,[1.714745],[1.049546]]],[lambda x: x['F1'] > 0.550489586757493,[lambda x: x['F1'] > 0.444838387917934,[2.362498],[1.113962]],[lambda x: x['F2'] > 0.946541230089889,[0.282869],[0.811638]]]]]
11;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_2', 'test-file': 'generated_dataset_05000_1_50_2', 'core-file': 'generated_dataset_05000_1_50_2'};15.431;[lambda x: x['F2'] > 0.15439622661128766,[lambda x: x['F2'] > 0.05247714119805669,[lambda x: x['F1'] > 0.1467872973068301,[lambda x: x['F0'] > 0.5508791272786164,[lambda x: x['F0'] > 0.35560619434616364,[0.708713],[4.122467]],[lambda x: x['F5'] == 'B',[0.310627],[15.556853]]],[lambda x: x['F4'] == 'Z',[lambda x: x['F5'] == 'D',[1.377614],[0.738412]],[lambda x: x["F3"],[1.718914],[0.612226]]]],[lambda x: x['F1'] > 0.550489586757493,[lambda x: x['F1'] > 0.05014696472612429,[lambda x: x['F4'] == 'X',[0.869782],[0.062953]],[lambda x: x['F5'] == 'B',[0.630815],[0.351129]]],[lambda x: x['F0'] > 0.8532120568873189,[lambda x: x['F0'] > 0.35560619434616364,[0.871068],[0.356889]],[lambda x: x['F5'] == 'C',[1.055019],[0.117073]]]]],[lambda x: x['F2'] > 0.946541230089889,[lambda x: x['F4'] == 'Y',[lambda x: x["F3"],[lambda x: x['F1'] > 0.9525488997425321,[0.714131],[0.4272]],[lambda x: x['F0'] > 0.9512779856369095,[1.746145],[1.001388]]],[lambda x: x['F1'] > 0.550489586757493,[lambda x: x['F1'] > 0.444838387917934,[2.464595],[1.171356]],[lambda x: x['F1'] > 0.6528300133987903,[0.170283],[0.322428]]]],[lambda x: x['F1'] > 0.550489586757493,[lambda x: x['F1'] > 0.444838387917934,[lambda x: x['F0'] > 0.9512779856369095,[1.378153],[0.535196]],[lambda x: x['F0'] > 0.05268907394485706,[10.826121],[0.413129]]],[lambda x: x["F3"],[lambda x: x['F5'] == 'A',[1.248977],[0.28293]],[lambda x: x['F4'] == 'X',[0.89112],[3.185696]]]]]]
12;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};0.021;[lambda x: x["F3"],[lambda x: x['F5'] == 'B',[1.430233],[0.575073]],[lambda x: x['F5'] == 'D',[0.667422],[2.119191]]]
13;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};0.054;[lambda x: x["F3"],[lambda x: x['F5'] == 'B',[lambda x: x['F4'] == 'Z',[1.215642],[1.981935]],[lambda x: x['F0'] > 0.9523771431240733,[0.543512],[1.44198]]],[lambda x: x['F5'] == 'B',[lambda x: x['F5'] == 'D',[0.715618],[2.119191]],[lambda x: x['F4'] == 'X',[0.77572],[0.197895]]]]
14;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};1.002;[lambda x: x["F3"],[lambda x: x['F0'] > 0.9523771431240733,[lambda x: x['F5'] == 'B',[lambda x: x['F4'] == 'Z',[1.238179],[2.048528]],[lambda x: x['F1'] > 0.5468613678847634,[0.60984],[0.478169]]],[lambda x: x['F1'] > 0.04823268047791385,[lambda x: x['F5'] == 'E',[3.812596],[0.459519]],[lambda x: x['F4'] == 'X',[1.243241],[0.336775]]]],[lambda x: x['F5'] == 'B',[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[0.743253],[2.119191]],[lambda x: x['F0'] > 0.34157886406721005,[0.460951],[0.779137]]],[lambda x: x['F4'] == 'X',[lambda x: x['F4'] == 'Y',[1.017261],[0.535908]],[lambda x: x['F0'] > 0.7477225651671955,[0.259262],[0.028608]]]]]
15;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};14.863;[lambda x: x["F3"],[lambda x: x['F5'] == 'B',[lambda x: x['F2'] > 0.4459924494513044,[lambda x: x['F0'] > 0.048602473035905036,[lambda x: x['F2'] > 0.35091583314212865,[2.956954],[0.220609]],[lambda x: x['F4'] == 'Z',[1.199157],[1.816606]]],[lambda x: x['F0'] > 0.8514953985910949,[lambda x: x['F4'] == 'Z',[1.240546],[2.280744]],[lambda x: x['F4'] == 'X',[1.547921],[0.566798]]]],[lambda x: x['F0'] > 0.9523771431240733,[lambda x: x['F1'] > 0.04823268047791385,[lambda x: x['F0'] > 0.8514953985910949,[0.292497],[2499.749975]],[lambda x: x['F1'] > 0.5468613678847634,[0.640654],[0.478169]]],[lambda x: x['F2'] > 0.1511280049643295,[lambda x: x['F1'] > 0.34943925884130156,[5.696874],[0.29998]],[lambda x: x['F2'] > 0.25009460399037775,[16.868212],[1.167962]]]]],[lambda x: x['F5'] == 'D',[lambda x: x['F5'] == 'B',[lambda x: x['F0'] > 0.34157886406721005,[lambda x: x['F5'] == 'E',[0.756565],[0.460951]],[lambda x: x['F2'] > 0.9486347354118758,[0.724504],[1.167432]]],[lambda x: x['F4'] == 'X',[lambda x: x['F4'] == 'Y',[1.017261],[0.535908]],[lambda x: x['F0'] > 0.7477225651671955,[0.259262],[0.028608]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F1'] > 0.9485440605410373,[lambda x: x['F1'] > 0.14229288565192388,[3.08058],[1.751016]],[lambda x: x['F0'] > 0.5507659237186273,[22.220209],[1.922209]]],[lambda x: x['F0'] > 0.048602473035905036,[lambda x: x['F1'] > 0.8334717679358183,[10.419469],[0.473137]],[lambda x: x['F1'] > 0.44913990187452496,[1.813586],[3.516554]]]]]]
16;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};0.024;[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F1'] > 0.05424612851187638,[0.57643],[1.169176]],[lambda x: x['F1'] > 0.8516897757288451,[0.508404],[2.382661]]]
17;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};0.052;[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F1'] > 0.24993197720222332,[lambda x: x['F1'] > 0.05424612851187638,[0.57643],[1.53014]],[lambda x: x['F0'] > 0.9491621824773866,[1.066385],[1.578095]]],[lambda x: x['F0'] > 0.850239772239061,[lambda x: x['F1'] > 0.8516897757288451,[0.404948],[2.623407]],[lambda x: x['F5'] == 'A',[1.563885],[0.812365]]]]
18;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};1.015;[lambda x: x['F0'] > 0.850239772239061,[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F1'] > 0.1495625261817038,[lambda x: x['F1'] > 0.05424612851187638,[0.535945],[1.823365]],[lambda x: x['F1'] > 0.24993197720222332,[1.37351],[1.068229]]],[lambda x: x['F1'] > 0.8516897757288451,[lambda x: x['F0'] > 0.25891082199454096,[0.717009],[0.291337]],[lambda x: x['F1'] > 0.9522378803200036,[3.077291],[2.025814]]]],[lambda x: x['F0'] > 0.9491621824773866,[lambda x: x['F5'] == 'A',[lambda x: x['F2'] > 0.7481896476838397,[1.094876],[1.536453]],[lambda x: x['F1'] > 0.8516897757288451,[0.584476],[2.305043]]],[lambda x: x['F1'] > 0.3601908003634577,[lambda x: x['F4'] == 'Y',[1.293523],[4.128905]],[lambda x: x['F1'] > 0.45597371769311196,[4.980374],[1.288791]]]]]
19;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};14.584;[lambda x: x['F0'] > 0.9491621824773866,[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F2'] > 0.6487196958322784,[lambda x: x['F1'] > 0.1495625261817038,[lambda x: x['F1'] > 0.05424612851187638,[0.569561],[1.914061]],[lambda x: x['F1'] > 0.24993197720222332,[1.423539],[1.084085]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.45474391694341254,[1.142112],[0.820298]],[lambda x: x['F1'] > 0.8516897757288451,[0.797902],[2.779419]]]],[lambda x: x['F0'] > 0.850239772239061,[lambda x: x['F1'] > 0.8516897757288451,[lambda x: x['F0'] > 0.25891082199454096,[0.717009],[0.291337]],[lambda x: x['F1'] > 0.9522378803200036,[3.077291],[2.025814]]],[lambda x: x['F1'] > 0.7514093889128248,[lambda x: x['F5'] == 'A',[1.686349],[0.156183]],[lambda x: x['F2'] > 0.848147693820714,[0.608393],[2.042409]]]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F1'] > 0.45597371769311196,[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.848147693820714,[1.453619],[187.774315]],[lambda x: x['F1'] > 0.3601908003634577,[1.195262],[25.625821]]],[lambda x: x['F2'] > 0.14569594489623544,[lambda x: x['F1'] > 0.6559637990379594,[19.357999],[0.773646]],[lambda x: x['F1'] > 0.9522378803200036,[1.279189],[0.339218]]]],[lambda x: x['F2'] > 0.3438268226483349,[lambda x: x['F1'] > 0.5571970052109421,[lambda x: x['F5'] == 'D',[1.224625],[19.522236]],[lambda x: x['F5'] == 'E',[0.607938],[51.154353]]],[lambda x: x['F1'] > 0.1495625261817038,[lambda x: x["F3"],[2.993817],[272.232018]],[lambda x: x['F1'] > 0.5571970052109421,[5.668227],[1.307489]]]]]]
20;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};0.039;[lambda x: x["F9"],[lambda x: x['F2'] > 0.653688859914987,[1.605348],[0.507328]],[lambda x: x['F1'] > 0.45367765790529563,[1.40618],[0.682049]]]
21;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};0.193;[lambda x: x["F9"],[lambda x: x['F10'] == 'Z',[lambda x: x['F2'] > 0.4580192699610058,[1.292286],[0.542135]],[lambda x: x['F2'] > 0.653688859914987,[3.543693],[0.592455]]],[lambda x: x["F3"],[lambda x: x['F1'] > 0.45367765790529563,[1.119054],[0.523553]],[lambda x: x['F1'] > 0.3502091246540784,[2.076262],[0.90337]]]]
22;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};10.293;[lambda x: x["F9"],[lambda x: x['F10'] == 'Z',[lambda x: x['F2'] > 0.4580192699610058,[lambda x: x['F11'] == 'A',[0.943585],[6.008104]],[lambda x: x['F2'] > 0.5542459498619016,[0.809796],[0.490156]]],[lambda x: x['F2'] > 0.653688859914987,[lambda x: x['F0'] > 0.854215627843872,[3.744025],[2.630107]],[lambda x: x['F2'] > 0.7556979618568849,[1.218738],[0.418276]]]],[lambda x: x["F3"],[lambda x: x['F1'] > 0.8412404295301963,[lambda x: x['F1'] > 0.45367765790529563,[1.119054],[0.477978]],[lambda x: x['F0'] > 0.05065534035277153,[0.063739],[0.715573]]],[lambda x: x['F1'] > 0.05453656097844284,[lambda x: x['F11'] == 'D',[3.345281],[0.377677]],[lambda x: x['F1'] > 0.3502091246540784,[2.034646],[0.90337]]]]]
23;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};339.938;[lambda x: x["F9"],[lambda x: x['F2'] > 0.4580192699610058,[lambda x: x['F10'] == 'Z',[lambda x: x['F11'] == 'A',[lambda x: x["F3"],[0.750501],[1.16417]],[lambda x: x['F5'] == 'A',[7.576065],[3.421064]]],[lambda x: x['F8'] > 0.43585580549869546,[lambda x: x['F7'] > 0.35012471580673965,[2.087297],[4.243085]],[lambda x: x['F6'] > 0.44609305931833654,[2.645483],[5.856044]]]],[lambda x: x['F10'] == 'Z',[lambda x: x['F8'] > 0.052731062321614175,[lambda x: x['F5'] == 'C',[1.032469],[0.083258]],[lambda x: x['F2'] > 0.5542459498619016,[0.822632],[0.479393]]],[lambda x: x['F2'] > 0.653688859914987,[lambda x: x['F4'] == 'X',[4.472281],[2.437288]],[lambda x: x['F2'] > 0.7556979618568849,[1.218738],[0.418276]]]]],[lambda x: x["F3"],[lambda x: x['F1'] > 0.45367765790529563,[lambda x: x['F7'] > 0.1481487715106206,[lambda x: x['F5'] == 'A',[1.470104],[0.108142]],[lambda x: x['F11'] == 'B',[1.245791],[0.683676]]],[lambda x: x['F1'] > 0.8412404295301963,[lambda x: x['F4'] == 'Y',[0.412478],[0.614615]],[lambda x: x['F0'] > 0.05065534035277153,[0.063739],[0.715573]]]],[lambda x: x['F6'] > 0.048733490005710145,[lambda x: x['F7'] > 0.54869108040526,[lambda x: x['F0'] > 0.24842249918474002,[4.48082],[0.881723]],[lambda x: x['F7'] > 0.8523725392628743,[0.213339],[3.58313]]],[lambda x: x['F1'] > 0.05453656097844284,[lambda x: x['F11'] == 'D',[3.345281],[0.143008]],[lambda x: x['F1'] > 0.3502091246540784,[2.05909],[0.911487]]]]]]
24;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};0.047;[lambda x: x['F1'] > 0.3543235478720906,[lambda x: x['F4'] == 'Y',[1.646053],[0.816902]],[lambda x: x['F1'] > 0.7626602590789292,[0.935405],[0.740986]]]
25;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};0.225;[lambda x: x['F1'] > 0.3543235478720906,[lambda x: x['F1'] > 0.049880031245732426,[lambda x: x['F7'] > 0.5358573874872141,[1.750642],[0.438722]],[lambda x: x['F4'] == 'Y',[1.745461],[0.798517]]],[lambda x: x['F7'] > 0.9492503710935625,[lambda x: x['F1'] > 0.7626602590789292,[0.931945],[0.752224]],[lambda x: x['F11'] == 'C',[0.511293],[3.01837]]]]
26;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};9.685;[lambda x: x['F7'] > 0.9492503710935625,[lambda x: x['F1'] > 0.049880031245732426,[lambda x: x['F8'] > 0.14993919902097724,[lambda x: x['F7'] > 0.3408579681221241,[9.509638],[0.246405]],[lambda x: x['F7'] > 0.5358573874872141,[1.641457],[0.462994]]],[lambda x: x['F1'] > 0.3543235478720906,[lambda x: x['F4'] == 'Y',[1.774715],[0.783035]],[lambda x: x['F1'] > 0.7626602590789292,[0.931945],[0.752224]]]],[lambda x: x['F1'] > 0.5594209384848731,[lambda x: x['F0'] > 0.6393391111077515,[lambda x: x['F10'] == 'Z',[1.013049],[2.431109]],[lambda x: x['F11'] == 'A',[1.217337],[0.077041]]],[lambda x: x['F11'] == 'C',[lambda x: x['F5'] == 'B',[0.010362],[2.799557]],[lambda x: x['F8'] > 0.050410030025075936,[0.383049],[7.130481]]]]]
