id;settings;time;tree
28;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Dialysis_partition_3", "test-file": "test/Dialysis_partition_3", "core-file": "Dialysis"};13.337;[lambda x: x['fac_center'] < 829.9999999999999,[lambda x: x['fac_center'] < 1265.5,[lambda x: x['fac_center'] < 3330.0,[lambda x: x['num_age'] < 53.50000000000001,[None],[None]],[lambda x: x['fac_center'] < 2721.5,[None],[None]]],[lambda x: x['fac_center'] < 1129.5,[None],[lambda x: x['num_age'] < 50.49999999999999,[None],[None]]]],[lambda x: x['fac_center'] < 561.5,[lambda x: x['num_age'] < 42.5,[None],[None]],[lambda x: x['fac_center'] < 124.0,[None],[lambda x: x['num_age'] < 66.5,[None],[None]]]]]
29;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Dialysis_partition_4", "test-file": "test/Dialysis_partition_4", "core-file": "Dialysis"};13.037;[lambda x: x['fac_center'] < 1129.5,[lambda x: x['num_age'] < 64.5,[lambda x: x['fac_center'] < 1265.5,[None],[None]],[lambda x: x['fac_center'] < 1265.5,[lambda x: x['num_age'] < 44.5,[None],[None]],[None]]],[lambda x: x['num_age'] < 50.49999999999999,[lambda x: x['fac_center'] < 1006.4999999999999,[None],[lambda x: x['fac_center'] < 124.0,[None],[None]]],[lambda x: x['fac_center'] < 829.9999999999999,[None],[None]]]]
30;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_0", "test-file": "test/divorce_partition_0", "core-file": "divorce"};4.976;[lambda x: x['fac_heblack'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]]],[lambda x: x['fac_mixed'] in ['Yes'],[None],[None]]],[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]],[None]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]]]]]
31;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_1", "test-file": "test/divorce_partition_1", "core-file": "divorce"};4.936;[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heblack'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]]],[lambda x: x['fac_heduc'] in ['12-15','<12'],[lambda x: x['fac_heblack'] in ['Yes'],[None],[None]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]]]]
32;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_2", "test-file": "test/divorce_partition_2", "core-file": "divorce"};3.927;[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]]
33;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_3", "test-file": "test/divorce_partition_3", "core-file": "divorce"};4.154;[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]]]
34;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_4", "test-file": "test/divorce_partition_4", "core-file": "divorce"};4.486;[lambda x: x['fac_heduc'] in ['12-15'],[lambda x: x['fac_mixed'] in ['Yes'],[None],[None]],[lambda x: x['fac_heblack'] in ['Yes'],[None],[None]]]
35;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_0", "test-file": "test/flchain_partition_0", "core-file": "flchain"};19.203;[lambda x: x['fac_chapter'] in ['missing'],[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','missing','External Causes','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[None],[lambda x: x['num_age'] < 91.5,[None],[lambda x: x['num_kappa'] < 2.465,[None],[None]]]],[None]]
36;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_1", "test-file": "test/flchain_partition_1", "core-file": "flchain"};21.796;[lambda x: x['fac_chapter'] in ['missing'],[lambda x: x['fac_chapter'] in ['Injury and Poisoning'],[lambda x: x['num_age'] < 90.5,[None],[lambda x: x['num_kappa'] < 2.4450000000000003,[None],[None]]],[None]],[None]]
37;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_2", "test-file": "test/flchain_partition_2", "core-file": "flchain"};18.837;[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','External Causes','Injury and Poisoning','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[None],[lambda x: x['num_kappa'] < 2.4650000000000003,[None],[None]]]
38;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_3", "test-file": "test/flchain_partition_3", "core-file": "flchain"};22.096;[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','External Causes','Injury and Poisoning','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[None],[lambda x: x['fac_chapter'] in ['Injury and Poisoning'],[lambda x: x['num_kappa'] < 2.465,[lambda x: x['num_lambda'] < 4.0600000000000005,[None],[None]],[lambda x: x['num_age'] < 89.5,[None],[None]]],[None]]]
39;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_4", "test-file": "test/flchain_partition_4", "core-file": "flchain"};21.619;[lambda x: x['fac_chapter'] in ['Ill Defined','Nervous','Musculoskeletal','missing','Infectious','Skin'],[lambda x: x['num_kappa'] < 2.5700000000000003,[lambda x: x['num_kappa'] < 4.455,[None],[None]],[lambda x: x['num_age'] < 84.5,[None],[None]]],[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','External Causes','Injury and Poisoning','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[None],[None]]]
40;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_0", "test-file": "test/Framingham_partition_0", "core-file": "Framingham"};18.674;[lambda x: x['num_age'] < 47.5,[lambda x: x['num_sbp'] < 166.5,[None],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 223.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
41;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_1", "test-file": "test/Framingham_partition_1", "core-file": "Framingham"};22.781;[lambda x: x['fac_sex'] in ['M'],[lambda x: x['num_age'] < 49.5,[lambda x: x['num_sbp'] < 167.0,[None],[lambda x: x['num_age'] < 57.5,[None],[None]]],[lambda x: x['num_scl'] < 223.5,[lambda x: x['num_dbp'] < 83.5,[None],[None]],[lambda x: x['num_dbp'] < 77.0,[None],[None]]]],[lambda x: x['num_age'] < 43.5,[lambda x: x['num_sbp'] < 182.0,[None],[lambda x: x['num_scl'] < 213.5,[None],[None]]],[lambda x: x['num_scl'] < 224.5,[lambda x: x['num_sbp'] < 161.0,[None],[None]],[None]]]]
42;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_2", "test-file": "test/Framingham_partition_2", "core-file": "Framingham"};21.286;[lambda x: x['num_age'] < 47.5,[lambda x: x['num_sbp'] < 167.0,[None],[lambda x: x['fac_sex'] in ['M'],[lambda x: x['num_age'] < 58.5,[None],[None]],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 217.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
43;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_3", "test-file": "test/Framingham_partition_3", "core-file": "Framingham"};19.938;[lambda x: x['num_age'] < 45.5,[lambda x: x['num_sbp'] < 166.5,[None],[lambda x: x['fac_sex'] in ['M'],[lambda x: x['num_scl'] < 274.5,[None],[None]],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 218.0,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
44;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_4", "test-file": "test/Framingham_partition_4", "core-file": "Framingham"};25.935;[lambda x: x['num_scl'] < 223.5,[lambda x: x['num_dbp'] < 99.0,[None],[lambda x: x['fac_sex'] in ['M'],[lambda x: x['num_age'] < 54.5,[None],[None]],[lambda x: x['num_age'] < 35.5,[None],[None]]]],[lambda x: x['num_age'] < 48.5,[lambda x: x['num_sbp'] < 179.0,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
45;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_0_partition_0", "test-file": "test/generated_dataset_00100_1_10_0_partition_0", "core-file": "generated_dataset_00100_1_10_0"};0.777;[lambda x: x['F2'] < 0.22957121422870774,[lambda x: x['F4'] in ['X'],[None],[None]],[None]]
46;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_0_partition_1", "test-file": "test/generated_dataset_00100_1_10_0_partition_1", "core-file": "generated_dataset_00100_1_10_0"};1.096;[lambda x: x['F5'] in ['B','A','C'],[None],[None]]
47;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_0_partition_2", "test-file": "test/generated_dataset_00100_1_10_0_partition_2", "core-file": "generated_dataset_00100_1_10_0"};1.693;[None]
48;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_0_partition_3", "test-file": "test/generated_dataset_00100_1_10_0_partition_3", "core-file": "generated_dataset_00100_1_10_0"};0.555;[None]
49;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_0_partition_4", "test-file": "test/generated_dataset_00100_1_10_0_partition_4", "core-file": "generated_dataset_00100_1_10_0"};0.872;[lambda x: x['F4'] in ['Y','X'],[None],[None]]
50;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_1_partition_0", "test-file": "test/generated_dataset_00100_1_10_1_partition_0", "core-file": "generated_dataset_00100_1_10_1"};0.784;[lambda x: x['F1'] < 0.5244338856736227,[None],[None]]
51;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_1_partition_1", "test-file": "test/generated_dataset_00100_1_10_1_partition_1", "core-file": "generated_dataset_00100_1_10_1"};0.823;[None]
52;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_1_partition_2", "test-file": "test/generated_dataset_00100_1_10_1_partition_2", "core-file": "generated_dataset_00100_1_10_1"};0.854;[None]
53;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_1_partition_3", "test-file": "test/generated_dataset_00100_1_10_1_partition_3", "core-file": "generated_dataset_00100_1_10_1"};0.772;[None]
54;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_1_partition_4", "test-file": "test/generated_dataset_00100_1_10_1_partition_4", "core-file": "generated_dataset_00100_1_10_1"};0.636;[None]
55;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_2_partition_0", "test-file": "test/generated_dataset_00100_1_10_2_partition_0", "core-file": "generated_dataset_00100_1_10_2"};0.967;[None]
56;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_2_partition_1", "test-file": "test/generated_dataset_00100_1_10_2_partition_1", "core-file": "generated_dataset_00100_1_10_2"};0.914;[None]
57;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_2_partition_2", "test-file": "test/generated_dataset_00100_1_10_2_partition_2", "core-file": "generated_dataset_00100_1_10_2"};1.042;[lambda x: x['F0'] < 0.8752359262477152,[None],[None]]
58;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_2_partition_3", "test-file": "test/generated_dataset_00100_1_10_2_partition_3", "core-file": "generated_dataset_00100_1_10_2"};0.843;[None]
59;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_2_partition_4", "test-file": "test/generated_dataset_00100_1_10_2_partition_4", "core-file": "generated_dataset_00100_1_10_2"};1.128;[None]
60;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_3_partition_0", "test-file": "test/generated_dataset_00100_1_10_3_partition_0", "core-file": "generated_dataset_00100_1_10_3"};0.944;[None]
61;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_3_partition_1", "test-file": "test/generated_dataset_00100_1_10_3_partition_1", "core-file": "generated_dataset_00100_1_10_3"};0.781;[lambda x: x['F0'] < 0.8904302048944542,[None],[None]]
62;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_3_partition_2", "test-file": "test/generated_dataset_00100_1_10_3_partition_2", "core-file": "generated_dataset_00100_1_10_3"};0.728;[lambda x: x['F1'] < 0.9315613792258292,[None],[None]]
63;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_3_partition_3", "test-file": "test/generated_dataset_00100_1_10_3_partition_3", "core-file": "generated_dataset_00100_1_10_3"};0.7;[lambda x: x['F0'] < 0.8244564714977958,[None],[None]]
64;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_3_partition_4", "test-file": "test/generated_dataset_00100_1_10_3_partition_4", "core-file": "generated_dataset_00100_1_10_3"};0.988;[None]
65;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_4_partition_0", "test-file": "test/generated_dataset_00100_1_10_4_partition_0", "core-file": "generated_dataset_00100_1_10_4"};0.886;[lambda x: x['F0'] < 0.22064238214544557,[lambda x: x['F4'] in ['X'],[None],[lambda x: x['F2'] < 0.3908151150987639,[None],[None]]],[None]]
66;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_4_partition_1", "test-file": "test/generated_dataset_00100_1_10_4_partition_1", "core-file": "generated_dataset_00100_1_10_4"};1.067;[lambda x: x['F0'] < 0.2383472995202373,[lambda x: x['F4'] in ['X'],[None],[lambda x: x['F2'] < 0.3908151150987638,[None],[None]]],[None]]
67;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_4_partition_2", "test-file": "test/generated_dataset_00100_1_10_4_partition_2", "core-file": "generated_dataset_00100_1_10_4"};1.319;[lambda x: x['F0'] < 0.2383472995202373,[lambda x: x['F2'] < 0.39363677866285346,[None],[lambda x: x['F4'] in ['X'],[None],[None]]],[None]]
68;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_4_partition_3", "test-file": "test/generated_dataset_00100_1_10_4_partition_3", "core-file": "generated_dataset_00100_1_10_4"};0.826;[lambda x: x['F0'] < 0.26935326484925276,[lambda x: x['F4'] in ['X'],[None],[lambda x: x['F2'] < 0.3908151150987638,[None],[None]]],[None]]
69;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_10_4_partition_4", "test-file": "test/generated_dataset_00100_1_10_4_partition_4", "core-file": "generated_dataset_00100_1_10_4"};0.992;[lambda x: x['F4'] in ['X'],[None],[None]]
70;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_50_0_partition_0", "test-file": "test/generated_dataset_00100_1_50_0_partition_0", "core-file": "generated_dataset_00100_1_50_0"};0.652;[lambda x: x['F2'] < 0.4797553153995172,[None],[lambda x: x['F4'] in ['Z','X'],[None],[None]]]
71;{"mode": "hyper", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/generated_dataset_00100_1_50_0_partition_1", "test-file": "test/generated_dataset_00100_1_50_0_partition_1", "core-file": "generated_dataset_00100_1_50_0"};0.701;[lambda x: x['F2'] < 0.3822247447747633,[None],[None]]
