id;settings;time;tree
10;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 1, "max-depth": 1, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};2.518;[lambda x: x['F0'] < 0.45089513178530555,[None],[None]]
11;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};5.9;[lambda x: x['F0'] < 0.08166599494439314,[lambda x: x['F0'] < 0.45047125718275416,[None],[None]],[lambda x: x['F4'] in ['Z','X'],[None],[None]]]
12;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};9.845;[lambda x: x['F0'] < 0.45047125718275416,[lambda x: x['F5'] in ['E'],[lambda x: x['F0'] < 0.6539122448798003,[None],[None]],[lambda x: x['F0'] < 0.5014751670042745,[None],[None]]],[lambda x: x['F0'] < 0.09635793520050566,[lambda x: x['F1'] < 0.5419172124096121,[None],[None]],[lambda x: x['F4'] in ['Z','X'],[None],[None]]]]
13;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};16.83;[lambda x: x['F0'] < 0.45089513178530555,[lambda x: x['F0'] < 0.5011969613770278,[lambda x: x['F0'] < 0.6539122448798003,[lambda x: x['F5'] in ['A','C','D'],[None],[None]],[lambda x: x['F5'] in ['B','A','C','D'],[None],[None]]],[lambda x: x['F1'] < 0.5356435183870063,[lambda x: x['F2'] < 0.8017624771193068,[None],[None]],[lambda x: x['F2'] < 0.8655569691432161,[None],[None]]]],[lambda x: x['F0'] < 0.13000033527081867,[lambda x: x['F1'] < 0.5398123091520295,[lambda x: x['F2'] < 0.8242442375009621,[None],[None]],[lambda x: x['F1'] < 0.5397292886682408,[None],[None]]],[lambda x: x['F4'] in ['Z','X'],[lambda x: x['F0'] < 0.08020977098456072,[None],[None]],[lambda x: x['F0'] < 0.0842573550930716,[None],[None]]]]]
14;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_1_50_2", "test-file": "generated_dataset_05000_1_50_2", "core-file": "generated_dataset_05000_1_50_2"};26.076;[lambda x: x['F0'] < 0.45089513178530555,[lambda x: x['F5'] in ['B','A','C','D'],[lambda x: x['F0'] < 0.5383458650177106,[lambda x: x['F0'] < 0.6565794171101275,[lambda x: x['F2'] < 0.041542074055549105,[None],[None]],[lambda x: x['F1'] < 0.045438965554201516,[None],[None]]],[lambda x: x['F0'] < 0.501753773602356,[lambda x: x['F2'] < 0.9462285425858151,[None],[None]],[lambda x: x['F1'] < 0.5860091720234798,[None],[None]]]],[lambda x: x['F0'] < 0.6539122448798003,[lambda x: x['F5'] in ['B'],[lambda x: x['F0'] < 0.6641639869990921,[None],[None]],[lambda x: x['F0'] < 0.9828895888071871,[None],[None]]],[lambda x: x['F0'] < 0.49951434259554905,[lambda x: x['F5'] in ['A'],[None],[None]],[lambda x: x['F1'] < 0.5356435183870063,[None],[None]]]]],[lambda x: x['F0'] < 0.12981767190130544,[lambda x: x['F1'] < 0.5398123091520295,[lambda x: x['F2'] < 0.8242442375009621,[lambda x: x['F1'] < 0.9264820602402597,[None],[None]],[lambda x: x['F2'] < 0.7872535559836007,[None],[None]]],[lambda x: x['F1'] < 0.5397292886682408,[None],[lambda x: x['F1'] < 0.524743500969859,[None],[None]]]],[lambda x: x['F4'] in ['Z','X'],[lambda x: x['F0'] < 0.08020977098456072,[lambda x: x['F5'] in ['A','D','E'],[None],[None]],[lambda x: x['F0'] < 0.07727964048313891,[None],[None]]],[lambda x: x['F0'] < 0.0842573550930716,[lambda x: x['F5'] in ['B','A','C','E'],[None],[None]],[lambda x: x['F1'] < 0.8532785197412807,[None],[None]]]]]]
15;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 1, "max-depth": 1, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};2.236;[lambda x: x['F0'] < 0.14487641983309685,[None],[None]]
16;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};4.257;[lambda x: x['F4'] in ['Y','X'],[lambda x: x['F5'] in ['D'],[None],[None]],[lambda x: x['F0'] < 0.1449039294614589,[None],[None]]]
17;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};7.442;[lambda x: x['F4'] in ['Z'],[lambda x: x['F3'] < 0.5,[lambda x: x['F0'] < 0.14490904448800362,[None],[None]],[lambda x: x['F0'] < 0.5833918325103965,[None],[None]]],[lambda x: x['F5'] in ['D'],[lambda x: x['F1'] < 0.13807635454028785,[None],[None]],[lambda x: x['F0'] < 0.8993036966305734,[None],[None]]]]
18;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};14.472;[lambda x: x['F4'] in ['Y','X'],[lambda x: x['F0'] < 0.8910787209492651,[lambda x: x['F0'] < 0.9063223975360784,[lambda x: x['F5'] in ['C'],[None],[None]],[lambda x: x['F0'] < 0.9027388014034579,[None],[None]]],[lambda x: x['F1'] < 0.14248867585452385,[lambda x: x['F5'] in ['B','A','C','E'],[None],[None]],[lambda x: x['F5'] in ['B','A','C','E'],[None],[None]]]],[lambda x: x['F3'] < 0.5,[lambda x: x['F0'] < 0.8997001317684237,[lambda x: x['F5'] in ['B','A','D','E'],[None],[None]],[lambda x: x['F0'] < 0.14490904448800362,[None],[None]]],[lambda x: x['F0'] < 0.9219395841265431,[lambda x: x['F5'] in ['B','A','D','E'],[None],[None]],[lambda x: x['F0'] < 0.7308489051227227,[None],[None]]]]]
19;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_1_50_3", "test-file": "generated_dataset_05000_1_50_3", "core-file": "generated_dataset_05000_1_50_3"};20.279;[lambda x: x['F4'] in ['Y','X'],[lambda x: x['F5'] in ['B','A','C','E'],[lambda x: x['F0'] < 0.9069043191182569,[lambda x: x['F2'] < 0.719189065131223,[lambda x: x['F2'] < 0.855554351804368,[None],[None]],[lambda x: x['F0'] < 0.9456679439243111,[None],[None]]],[lambda x: x['F2'] < 0.9318273767333699,[lambda x: x['F2'] < 0.9671133796674833,[None],[None]],[lambda x: x['F2'] < 0.8824414889580157,[None],[None]]]],[lambda x: x['F0'] < 0.9063223975360784,[lambda x: x['F0'] < 0.9773991489628854,[lambda x: x['F5'] in ['A','C','D'],[None],[None]],[lambda x: x['F5'] in ['B','A','E'],[None],[None]]],[lambda x: x['F1'] < 0.14269020701669677,[lambda x: x['F2'] < 0.9729391804855263,[None],[None]],[lambda x: x['F0'] < 0.4246225918918657,[None],[None]]]]],[lambda x: x['F0'] < 0.8997001317684237,[lambda x: x['F0'] < 0.9225130280443566,[lambda x: x['F5'] in ['B','A','D','E'],[lambda x: x['F2'] < 0.9319371532981379,[None],[None]],[lambda x: x['F1'] < 0.9835573467545334,[None],[None]]],[lambda x: x['F5'] in ['A','E'],[lambda x: x['F1'] < 0.4642713658786516,[None],[None]],[lambda x: x['F0'] < 0.922118023985568,[None],[None]]]],[lambda x: x['F3'] < 0.5,[lambda x: x['F0'] < 0.14490904448800362,[lambda x: x['F0'] < 0.35437282314123136,[None],[None]],[lambda x: x['F0'] < 0.1437923651247808,[None],[None]]],[lambda x: x['F0'] < 0.7308489051227227,[lambda x: x['F2'] < 0.37809133653067745,[None],[None]],[lambda x: x['F1'] < 0.7200379347624415,[None],[None]]]]]]
20;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 1, "max-depth": 1, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};2.585;[lambda x: x['F4'] in ['Z','X'],[None],[None]]
21;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};6.777;[lambda x: x['F0'] < 0.5227215320190612,[lambda x: x['F4'] in ['Z','X'],[None],[None]],[lambda x: x['F1'] < 0.9295411471571181,[None],[None]]]
22;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};9.77;[lambda x: x['F0'] < 0.5283964287278426,[lambda x: x['F5'] in ['C'],[lambda x: x['F4'] in ['Z','X'],[None],[None]],[lambda x: x['F0'] < 0.8879929248917084,[None],[None]]],[lambda x: x['F1'] < 0.8835084097424661,[lambda x: x['F0'] < 0.38474956404666477,[None],[None]],[lambda x: x['F2'] < 0.3255957071609726,[None],[None]]]]
23;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};14.094;[lambda x: x['F0'] < 0.5283964287278426,[lambda x: x['F5'] in ['B','A','D','E'],[lambda x: x['F0'] < 0.8879929248917084,[lambda x: x['F2'] < 0.11166467981009276,[None],[None]],[lambda x: x['F2'] < 0.974610002728861,[None],[None]]],[lambda x: x['F0'] < 0.9977664688032357,[lambda x: x['F0'] < 0.9995435774365454,[None],[None]],[lambda x: x['F4'] in ['Y'],[None],[None]]]],[lambda x: x['F0'] < 0.3852746570825985,[lambda x: x['F2'] < 0.9521401862734328,[lambda x: x['F1'] < 0.30075031149335985,[None],[None]],[lambda x: x['F2'] < 0.9468102412632572,[None],[None]]],[lambda x: x['F1'] < 0.8835084097424661,[lambda x: x['F2'] < 0.3176566273128967,[None],[None]],[lambda x: x['F2'] < 0.3258926843348027,[None],[None]]]]]
24;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_1_50_4", "test-file": "generated_dataset_05000_1_50_4", "core-file": "generated_dataset_05000_1_50_4"};22.809;[lambda x: x['F0'] < 0.5242059452993973,[lambda x: x['F4'] in ['Z','X'],[lambda x: x['F5'] in ['B','A','D','E'],[lambda x: x['F2'] < 0.37022969810805473,[lambda x: x['F1'] < 0.23309966765110107,[None],[None]],[lambda x: x['F0'] < 0.9630560102469697,[None],[None]]],[lambda x: x['F1'] < 0.373805350330414,[lambda x: x['F1'] < 0.6338876204665325,[None],[None]],[lambda x: x['F1'] < 0.3641995530926936,[None],[None]]]],[lambda x: x['F5'] in ['B','A','D','E'],[lambda x: x['F0'] < 0.9149769240824828,[lambda x: x['F2'] < 0.0983965319850022,[None],[None]],[lambda x: x['F2'] < 0.13413614563723825,[None],[None]]],[lambda x: x['F2'] < 0.33894754349970496,[lambda x: x['F0'] < 0.5283964287278426,[None],[None]],[lambda x: x['F2'] < 0.33253891593919516,[None],[None]]]]],[lambda x: x['F0'] < 0.38465446681094784,[lambda x: x['F1'] < 0.5164278194814442,[lambda x: x['F1'] < 0.6944579811487617,[lambda x: x['F1'] < 0.7012103627728711,[None],[None]],[lambda x: x['F1'] < 0.6764840999378838,[None],[None]]],[lambda x: x['F2'] < 0.9485195971743843,[lambda x: x['F1'] < 0.30075031149335985,[None],[None]],[lambda x: x['F1'] < 0.49772989438976195,[None],[None]]]],[lambda x: x['F1'] < 0.8835084097424661,[lambda x: x['F2'] < 0.3176566273128967,[lambda x: x['F0'] < 0.03815603830109975,[None],[None]],[lambda x: x['F5'] in ['B','A','C'],[None],[None]]],[lambda x: x['F2'] < 0.3258926843348027,[lambda x: x['F2'] < 0.8588461453683699,[None],[None]],[lambda x: x['F0'] < 0.3825639202841673,[None],[None]]]]]]
25;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 1, "max-depth": 1, "file": "generated_dataset_05000_2_50_0", "test-file": "generated_dataset_05000_2_50_0", "core-file": "generated_dataset_05000_2_50_0"};2.919;[lambda x: x['F0'] < 0.059158259983067014,[None],[None]]
26;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_2_50_0", "test-file": "generated_dataset_05000_2_50_0", "core-file": "generated_dataset_05000_2_50_0"};6.791;[lambda x: x['F4'] in ['X'],[lambda x: x['F0'] < 0.05895934470267822,[None],[None]],[lambda x: x['F7'] < 0.416262784124684,[None],[None]]]
27;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_2_50_0", "test-file": "generated_dataset_05000_2_50_0", "core-file": "generated_dataset_05000_2_50_0"};12.153;[lambda x: x['F0'] < 0.059158259983067014,[lambda x: x['F4'] in ['X'],[lambda x: x['F1'] < 0.04173563174297329,[None],[None]],[lambda x: x['F7'] < 0.416262784124684,[None],[None]]],[lambda x: x['F8'] < 0.6109275391689278,[lambda x: x['F11'] in ['B','A','D'],[None],[None]],[lambda x: x['F8'] < 0.41807307147572265,[None],[None]]]]
28;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_2_50_0", "test-file": "generated_dataset_05000_2_50_0", "core-file": "generated_dataset_05000_2_50_0"};21.328;[lambda x: x['F7'] < 0.4147375335414349,[lambda x: x['F0'] < 0.059158259983067014,[lambda x: x['F1'] < 0.0465639508330577,[lambda x: x['F4'] in ['X'],[None],[None]],[lambda x: x['F1'] < 0.007543764628938966,[None],[None]]],[lambda x: x['F11'] in ['B','A','D'],[lambda x: x['F8'] < 0.5732747672169838,[None],[None]],[lambda x: x['F8'] < 0.8378819530269662,[None],[None]]]],[lambda x: x['F0'] < 0.0647780994977521,[lambda x: x['F1'] < 0.042403242854003764,[lambda x: x['F6'] < 0.009809057523639477,[None],[None]],[lambda x: x['F1'] < 0.001895162766653524,[None],[None]]],[lambda x: x['F0'] < 0.01885125918549058,[lambda x: x['F6'] < 0.16385017354176817,[None],[None]],[None]]]]
29;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 31, "max-depth": 5, "file": "generated_dataset_05000_2_50_0", "test-file": "generated_dataset_05000_2_50_0", "core-file": "generated_dataset_05000_2_50_0"};31.997;[lambda x: x['F1'] < 0.046101007320994924,[lambda x: x['F8'] < 0.018530246677289922,[lambda x: x['F0'] < 0.059158259983067014,[lambda x: x['F7'] < 0.4147375335414349,[lambda x: x['F4'] in ['X'],[None],[None]],[lambda x: x['F6'] < 0.009809057523639477,[None],[None]]],[lambda x: x['F8'] < 0.8378819530269662,[lambda x: x['F6'] < 0.9563676650434809,[None],[None]],[lambda x: x['F8'] < 0.4031192959915442,[None],[None]]]],[lambda x: x['F5'] in ['B','A'],[lambda x: x['F2'] < 0.3228299591717382,[lambda x: x['F4'] in ['X'],[None],[None]],[lambda x: x['F11'] in ['B','D'],[None],[None]]],[lambda x: x['F4'] in ['Z','X'],[lambda x: x['F0'] < 0.7077661496267432,[None],[None]],[lambda x: x['F8'] < 0.0005678083292381397,[None],[None]]]]],[lambda x: x['F8'] < 0.7918980662104014,[lambda x: x['F5'] in ['B','A','D'],[lambda x: x['F6'] < 0.7967606072197109,[None],[lambda x: x['F8'] < 0.9500931135613581,[None],[None]]],[lambda x: x['F2'] < 0.8637740301051896,[lambda x: x['F2'] < 0.8894206281903286,[None],[None]],[None]]],[lambda x: x['F0'] < 0.7102076814194528,[lambda x: x['F5'] in ['A','C','E'],[lambda x: x['F8'] < 0.627362525522446,[None],[None]],[lambda x: x['F6'] < 0.83025898864179,[None],[None]]],[lambda x: x['F1'] < 0.04247292945402625,[lambda x: x['F6'] < 0.22022402037485272,[None],[None]],[lambda x: x['F2'] < 0.9812004391073753,[None],[None]]]]]]
30;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 1, "max-depth": 1, "file": "generated_dataset_05000_2_50_1", "test-file": "generated_dataset_05000_2_50_1", "core-file": "generated_dataset_05000_2_50_1"};3.006;[lambda x: x['F1'] < 0.7849258659137897,[None],[None]]
31;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 3, "max-depth": 2, "file": "generated_dataset_05000_2_50_1", "test-file": "generated_dataset_05000_2_50_1", "core-file": "generated_dataset_05000_2_50_1"};7.611;[lambda x: x['F8'] < 0.7723613706348842,[lambda x: x['F6'] < 0.5565548586864377,[None],[None]],[lambda x: x['F1'] < 0.7849258659137897,[None],[None]]]
32;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 7, "max-depth": 3, "file": "generated_dataset_05000_2_50_1", "test-file": "generated_dataset_05000_2_50_1", "core-file": "generated_dataset_05000_2_50_1"};13.15;[lambda x: x['F8'] < 0.7723613706348842,[lambda x: x['F6'] < 0.5565548586864377,[lambda x: x['F6'] < 0.6107603261991708,[None],[None]],[lambda x: x['F11'] in ['C'],[None],[None]]],[lambda x: x['F0'] < 0.19224808926357148,[lambda x: x['F1'] < 0.7852001513482579,[None],[None]],[lambda x: x['F7'] < 0.9462082917990587,[None],[None]]]]
33;{"mode": "direct", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "generated_dataset_05000_2_50_1", "test-file": "generated_dataset_05000_2_50_1", "core-file": "generated_dataset_05000_2_50_1"};22.174;[lambda x: x['F8'] < 0.7723613706348842,[lambda x: x['F1'] < 0.5416633596550201,[lambda x: x['F6'] < 0.5542483462620442,[lambda x: x['F2'] < 0.09178968452657595,[None],[None]],[lambda x: x['F6'] < 0.4364636922813866,[None],[None]]],[lambda x: x['F11'] in ['C'],[lambda x: x['F2'] < 0.12166416645454937,[None],[None]],[lambda x: x['F6'] < 0.5776623809470314,[None],[None]]]],[lambda x: x['F7'] < 0.912583373151515,[lambda x: x['F4'] in ['X'],[lambda x: x['F1'] < 0.6230591396126288,[None],[None]],[lambda x: x['F6'] < 0.19287374802086155,[None],[None]]],[lambda x: x['F0'] < 0.19277853019465113,[lambda x: x['F1'] < 0.7854162291228746,[None],[None]],[lambda x: x['F6'] < 0.979318421263854,[None],[None]]]]]
