id;settings;time;tree
10;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_2', 'test-file': 'generated_dataset_05000_1_50_2', 'core-file': 'generated_dataset_05000_1_50_2'};2.465;[lambda x: x['F0'] > 0.4464999650775251,[lambda x: x['F1'] > 0.6490436050177726,[lambda x: x['F5'] == 'E',[lambda x: x['F1'] > 0.349192553677365,[0.411273],[0.813223]],[lambda x: x['F4'] == 'Y',[1.785801],[0.748746]]],[lambda x: x['F5'] == 'C',[lambda x: x['F2'] > 0.44804983616917005,[0.500186],[0.886949]],[lambda x: x['F1'] > 0.8435286887112777,[0.659753],[0.24677]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F4'] == 'Y',[lambda x: x['F2'] > 0.24987583249993905,[0.558947],[0.835109]],[lambda x: x['F5'] == 'A',[0.675996],[2.327845]]],[lambda x: x['F2'] > 0.24987583249993905,[lambda x: x['F1'] > 0.1469557323916556,[3.83482],[7.131822]],[lambda x: x['F2'] > 0.8470773274238627,[4.744807],[1.172472]]]]]
11;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_2', 'test-file': 'generated_dataset_05000_1_50_2', 'core-file': 'generated_dataset_05000_1_50_2'};38.127;[lambda x: x['F0'] > 0.4464999650775251,[lambda x: x['F5'] == 'C',[lambda x: x['F1'] > 0.6490436050177726,[lambda x: x['F5'] == 'E',[lambda x: x['F1'] > 0.349192553677365,[0.415455],[0.832465]],[lambda x: x['F4'] == 'Y',[1.785801],[0.748746]]],[lambda x: x['F5'] == 'D',[lambda x: x['F2'] > 0.44804983616917005,[0.473695],[0.995835]],[lambda x: x['F1'] > 0.7413258874479312,[0.819341],[0.45869]]]],[lambda x: x['F1'] > 0.4551946410859886,[lambda x: x['F1'] > 0.349192553677365,[lambda x: x['F2'] > 0.6511330114483425,[0.487106],[0.219959]],[lambda x: x['F2'] > 0.34894454407581876,[0.105186],[0.867763]]],[lambda x: x['F0'] > 0.34679289411072606,[lambda x: x['F1'] > 0.8435286887112777,[0.888346],[0.158812]],[lambda x: x['F2'] > 0.5444121002863389,[0.3031],[1.117285]]]]],[lambda x: x['F4'] == 'X',[lambda x: x['F5'] == 'A',[lambda x: x['F1'] > 0.9493937720710792,[lambda x: x['F2'] > 0.24987583249993905,[0.543403],[0.767725]],[lambda x: x['F5'] == 'E',[0.935601],[0.157091]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F2'] > 0.8470773274238627,[0.803106],[1.216698]],[lambda x: x['F0'] > 0.5460666636691769,[1.382463],[2.788709]]]],[lambda x: x['F2'] > 0.34894454407581876,[lambda x: x['F0'] > 0.5460666636691769,[lambda x: x['F2'] > 0.1512431502614036,[12.730093],[3.636364]],[lambda x: x['F1'] > 0.1469557323916556,[3.698305],[6.583652]]],[lambda x: x['F1'] > 0.9493937720710792,[lambda x: x['F2'] > 0.8470773274238627,[4.798904],[1.153029]],[lambda x: x['F2'] > 0.6511330114483425,[1.49201],[6.993532]]]]]]
12;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};0.024;[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[2.180612],[0.654276]],[lambda x: x['F1'] > 0.6552166701165012,[0.932824],[0.45179]]]
13;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};0.12;[lambda x: x['F1'] > 0.6552166701165012,[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[2.180612],[0.654276]],[lambda x: x['F1'] > 0.5565249124656726,[1.119104],[0.768591]]],[lambda x: x['F2'] > 0.15433293757979372,[lambda x: x['F0'] > 0.34348143673106474,[0.562415],[0.192472]],[lambda x: x['F1'] > 0.7530933789665457,[0.624327],[0.425505]]]]
14;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};2.449;[lambda x: x['F1'] > 0.8477418414598454,[lambda x: x['F1'] > 0.6552166701165012,[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[2.180612],[0.654276]],[lambda x: x['F1'] > 0.5565249124656726,[1.119104],[0.768591]]],[lambda x: x['F2'] > 0.15433293757979372,[lambda x: x['F0'] > 0.2491195386836893,[0.904844],[0.073469]],[lambda x: x['F1'] > 0.7530933789665457,[0.624327],[0.481116]]]],[lambda x: x["F3"],[lambda x: x['F5'] == 'D',[lambda x: x['F5'] == 'C',[0.459703],[0.141554]],[lambda x: x['F2'] > 0.847246645519018,[0.011732],[0.536119]]],[lambda x: x['F2'] > 0.051061203269565425,[lambda x: x['F0'] > 0.44916492190733726,[0.61523],[0.056025]],[lambda x: x['F0'] > 0.842089113194941,[0.398409],[0.76437]]]]]
15;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};46.393;[lambda x: x['F1'] > 0.6552166701165012,[lambda x: x['F1'] > 0.05455668791388041,[lambda x: x['F4'] == 'Y',[lambda x: x['F0'] > 0.44916492190733726,[lambda x: x['F5'] == 'E',[1.329941],[3.364206]],[lambda x: x["F3"],[2.806308],[0.948144]]],[lambda x: x['F2'] > 0.5508004021034318,[lambda x: x['F0'] > 0.5512518746190322,[0.935204],[2.541139]],[lambda x: x['F2'] > 0.9500943978189845,[2.80085],[0.131168]]]],[lambda x: x['F1'] > 0.5565249124656726,[lambda x: x['F1'] > 0.45524728443412177,[lambda x: x['F5'] == 'C',[2.22075],[0.620847]],[lambda x: x['F4'] == 'Y',[1.010606],[1.379824]]],[lambda x: x['F4'] == 'Z',[lambda x: x['F0'] > 0.9515451755791036,[0.813424],[0.324751]],[lambda x: x['F5'] == 'B',[0.592337],[1.928014]]]]],[lambda x: x['F5'] == 'D',[lambda x: x['F1'] > 0.8477418414598454,[lambda x: x['F2'] > 0.15433293757979372,[lambda x: x['F0'] > 0.2491195386836893,[0.889148],[0.055476]],[lambda x: x['F1'] > 0.7530933789665457,[0.642973],[0.498105]]],[lambda x: x['F5'] == 'B',[lambda x: x['F0'] > 0.842089113194941,[0.310053],[0.621539]],[lambda x: x['F2'] > 0.15433293757979372,[0.364726],[0.679808]]]],[lambda x: x["F3"],[lambda x: x['F2'] > 0.847246645519018,[lambda x: x['F1'] > 0.8477418414598454,[0.512027],[0.011732]],[lambda x: x['F4'] == 'Y',[0.705618],[0.086791]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F2'] > 0.847246645519018,[0.570793],[0.034343]],[lambda x: x['F0'] > 0.44916492190733726,[0.932343],[0.179379]]]]]]
16;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};0.028;[lambda x: x["F3"],[lambda x: x['F1'] > 0.6472761720775132,[1.190965],[0.592372]],[lambda x: x['F1'] > 0.35700119665483976,[0.640225],[1.323205]]]
17;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};0.11;[lambda x: x["F3"],[lambda x: x['F0'] > 0.44469886429497546,[lambda x: x['F1'] > 0.6472761720775132,[1.77928],[0.494053]],[lambda x: x['F4'] == 'Z',[0.962438],[0.484056]]],[lambda x: x['F1'] > 0.35700119665483976,[lambda x: x['F5'] == 'C',[0.539592],[1.062587]],[lambda x: x['F5'] == 'B',[1.511069],[0.699219]]]]
18;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};2.853;[lambda x: x['F2'] > 0.8518770512420665,[lambda x: x["F3"],[lambda x: x['F0'] > 0.44469886429497546,[lambda x: x['F1'] > 0.6472761720775132,[1.978147],[0.48955]],[lambda x: x['F4'] == 'Z',[1.050277],[0.481169]]],[lambda x: x['F1'] > 0.35700119665483976,[lambda x: x['F5'] == 'C',[0.46395],[1.109061]],[lambda x: x['F5'] == 'B',[1.586104],[0.649326]]]],[lambda x: x["F3"],[lambda x: x['F2'] > 0.954087604953458,[lambda x: x['F1'] > 0.6472761720775132,[0.815569],[0.445521]],[lambda x: x['F0'] > 0.5492518337952095,[0.750942],[0.245436]]],[lambda x: x['F0'] > 0.5492518337952095,[lambda x: x['F0'] > 0.3417404820472387,[1.345081],[2.093277]],[lambda x: x['F5'] == 'B',[0.578409],[0.200261]]]]]
19;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};43.725;[lambda x: x["F3"],[lambda x: x['F2'] > 0.5566269783799325,[lambda x: x['F1'] > 0.6472761720775132,[lambda x: x['F0'] > 0.44469886429497546,[lambda x: x['F1'] > 0.05008578528630575,[2.88512],[1.684718]],[lambda x: x['F4'] == 'Z',[1.136377],[0.51384]]],[lambda x: x['F1'] > 0.9538490216132631,[lambda x: x['F2'] > 0.4572233077050483,[0.490994],[0.781697]],[lambda x: x['F2'] > 0.35921216536455985,[1.281485],[0.1262]]]],[lambda x: x['F0'] > 0.5492518337952095,[lambda x: x['F1'] > 0.6472761720775132,[lambda x: x['F2'] > 0.8518770512420665,[2.367334],[0.871475]],[lambda x: x['F5'] == 'D',[0.596945],[0.299475]]],[lambda x: x['F2'] > 0.8518770512420665,[lambda x: x['F4'] == 'Z',[1.100367],[0.395312]],[lambda x: x['F2'] > 0.954087604953458,[0.623813],[0.245436]]]]],[lambda x: x['F2'] > 0.8518770512420665,[lambda x: x['F1'] > 0.35700119665483976,[lambda x: x['F5'] == 'C',[lambda x: x['F4'] == 'X',[0.411421],[0.573854]],[lambda x: x['F2'] > 0.5566269783799325,[1.3125],[0.659369]]],[lambda x: x['F5'] == 'B',[lambda x: x['F1'] > 0.45265463376326626,[1.177364],[1.670068]],[lambda x: x['F0'] > 0.8456680924823112,[0.583551],[1.113854]]]],[lambda x: x['F0'] > 0.04804507209778208,[lambda x: x['F2'] > 0.954087604953458,[lambda x: x['F1'] > 0.8544783582248598,[0.680596],[249.419391]],[lambda x: x['F1'] > 0.25388528208245176,[7.285599],[0.958105]]],[lambda x: x['F0'] > 0.5492518337952095,[lambda x: x['F0'] > 0.3417404820472387,[1.420891],[2.093277]],[lambda x: x['F5'] == 'B',[0.578409],[0.200261]]]]]]
