id;settings;time;tree
10;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_2', 'test-file': 'generated_dataset_05000_1_50_2', 'core-file': 'generated_dataset_05000_1_50_2'};107.264;[lambda x: x['F2'] > 0.15439622661128766,[lambda x: x['F2'] > 0.05247714119805669,[lambda x: x['F0'] > 0.74664644712514,[lambda x: x['F5'] == 'D',[1.34035],[0.776659]],[lambda x: x['F1'] > 0.1467872973068301,[0.171189],[1.033503]]],[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.4546203025918799,[0.743675],[0.538658]],[lambda x: x['F1'] > 0.05014696472612429,[0.062953],[0.492841]]]],[lambda x: x['F4'] == 'Y',[lambda x: x["F3"],[lambda x: x['F1'] > 0.9525488997425321,[0.731897],[0.437855]],[lambda x: x['F0'] > 0.9512779856369095,[1.714745],[1.049546]]],[lambda x: x['F1'] > 0.550489586757493,[lambda x: x['F1'] > 0.444838387917934,[2.362498],[1.113962]],[lambda x: x['F2'] > 0.946541230089889,[0.282869],[0.811638]]]]]
11;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_2', 'test-file': 'generated_dataset_05000_1_50_2', 'core-file': 'generated_dataset_05000_1_50_2'};-1000000000.0;[None]
12;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};0.21;[lambda x: x["F3"],[lambda x: x['F5'] == 'B',[1.430233],[0.575073]],[lambda x: x['F5'] == 'D',[0.667422],[2.119191]]]
13;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};5.364;[lambda x: x["F3"],[lambda x: x['F5'] == 'B',[lambda x: x['F4'] == 'Z',[1.215642],[1.981935]],[lambda x: x['F0'] > 0.9523771431240733,[0.543512],[1.44198]]],[lambda x: x['F5'] == 'B',[lambda x: x['F5'] == 'D',[0.715618],[2.119191]],[lambda x: x['F4'] == 'X',[0.77572],[0.197895]]]]
14;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};111.379;[lambda x: x["F3"],[lambda x: x['F0'] > 0.9523771431240733,[lambda x: x['F5'] == 'B',[lambda x: x['F4'] == 'Z',[1.238179],[2.048528]],[lambda x: x['F1'] > 0.5468613678847634,[0.60984],[0.478169]]],[lambda x: x['F1'] > 0.04823268047791385,[lambda x: x['F5'] == 'E',[3.812596],[0.459519]],[lambda x: x['F4'] == 'X',[1.243241],[0.336775]]]],[lambda x: x['F5'] == 'B',[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[0.743253],[2.119191]],[lambda x: x['F0'] > 0.34157886406721005,[0.460951],[0.779137]]],[lambda x: x['F4'] == 'X',[lambda x: x['F4'] == 'Y',[1.017261],[0.535908]],[lambda x: x['F0'] > 0.7477225651671955,[0.259262],[0.028608]]]]]
15;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_3', 'test-file': 'generated_dataset_05000_1_50_3', 'core-file': 'generated_dataset_05000_1_50_3'};-1000000000.0;[None]
16;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};0.206;[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F1'] > 0.05424612851187638,[0.57643],[1.169176]],[lambda x: x['F1'] > 0.8516897757288451,[0.508404],[2.382661]]]
17;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};5.407;[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F1'] > 0.24993197720222332,[lambda x: x['F1'] > 0.05424612851187638,[0.57643],[1.53014]],[lambda x: x['F0'] > 0.9491621824773866,[1.066385],[1.578095]]],[lambda x: x['F0'] > 0.850239772239061,[lambda x: x['F1'] > 0.8516897757288451,[0.404948],[2.623407]],[lambda x: x['F5'] == 'A',[1.563885],[0.812365]]]]
18;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};107.501;[lambda x: x['F0'] > 0.850239772239061,[lambda x: x['F2'] > 0.7481896476838397,[lambda x: x['F1'] > 0.1495625261817038,[lambda x: x['F1'] > 0.05424612851187638,[0.535945],[1.823365]],[lambda x: x['F1'] > 0.24993197720222332,[1.37351],[1.068229]]],[lambda x: x['F1'] > 0.8516897757288451,[lambda x: x['F0'] > 0.25891082199454096,[0.717009],[0.291337]],[lambda x: x['F1'] > 0.9522378803200036,[3.077291],[2.025814]]]],[lambda x: x['F0'] > 0.9491621824773866,[lambda x: x['F5'] == 'A',[lambda x: x['F2'] > 0.7481896476838397,[1.094876],[1.536453]],[lambda x: x['F1'] > 0.8516897757288451,[0.584476],[2.305043]]],[lambda x: x['F1'] > 0.3601908003634577,[lambda x: x['F4'] == 'Y',[1.293523],[4.128905]],[lambda x: x['F1'] > 0.45597371769311196,[4.980374],[1.288791]]]]]
19;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_4', 'test-file': 'generated_dataset_05000_1_50_4', 'core-file': 'generated_dataset_05000_1_50_4'};-1000000000.0;[None]
20;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};0.862;[lambda x: x["F9"],[lambda x: x['F2'] > 0.653688859914987,[1.605348],[0.507328]],[lambda x: x['F1'] > 0.45367765790529563,[1.40618],[0.682049]]]
21;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};53.487;[lambda x: x["F9"],[lambda x: x['F10'] == 'Z',[lambda x: x['F2'] > 0.4580192699610058,[1.292286],[0.542135]],[lambda x: x['F2'] > 0.653688859914987,[3.543693],[0.592455]]],[lambda x: x["F3"],[lambda x: x['F1'] > 0.45367765790529563,[1.119054],[0.523553]],[lambda x: x['F1'] > 0.3502091246540784,[2.076262],[0.90337]]]]
22;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};-599.354;[None]
23;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_2_50_0', 'test-file': 'generated_dataset_05000_2_50_0', 'core-file': 'generated_dataset_05000_2_50_0'};-1000000000.0;[None]
24;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};0.866;[lambda x: x['F1'] > 0.3543235478720906,[lambda x: x['F4'] == 'Y',[1.646053],[0.816902]],[lambda x: x['F1'] > 0.7626602590789292,[0.935405],[0.740986]]]
25;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};55.686;[lambda x: x['F1'] > 0.3543235478720906,[lambda x: x['F1'] > 0.049880031245732426,[lambda x: x['F7'] > 0.5358573874872141,[1.750642],[0.438722]],[lambda x: x['F4'] == 'Y',[1.745461],[0.798517]]],[lambda x: x['F7'] > 0.9492503710935625,[lambda x: x['F1'] > 0.7626602590789292,[0.931945],[0.752224]],[lambda x: x['F11'] == 'C',[0.511293],[3.01837]]]]
26;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};-1000000000.0;[None]
27;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_2_50_1', 'test-file': 'generated_dataset_05000_2_50_1', 'core-file': 'generated_dataset_05000_2_50_1'};-1000000000.0;[None]
28;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_2', 'test-file': 'generated_dataset_05000_2_50_2', 'core-file': 'generated_dataset_05000_2_50_2'};0.843;[lambda x: x['F4'] == 'X',[lambda x: x["F3"],[0.502389],[1.168668]],[lambda x: x['F6'] > 0.2444041392270172,[2.86779],[1.330264]]]
29;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_2', 'test-file': 'generated_dataset_05000_2_50_2', 'core-file': 'generated_dataset_05000_2_50_2'};53.447;[lambda x: x['F4'] == 'X',[lambda x: x["F3"],[lambda x: x['F5'] == 'C',[0.354623],[1.445591]],[lambda x: x['F0'] > 0.14358497469392378,[0.699223],[1.272234]]],[lambda x: x['F0'] > 0.14358497469392378,[lambda x: x["F3"],[5.647069],[0.701234]],[lambda x: x['F6'] > 0.34794370009293013,[2.721862],[1.184389]]]]
30;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_2', 'test-file': 'generated_dataset_05000_2_50_2', 'core-file': 'generated_dataset_05000_2_50_2'};-1000000000.0;[None]
31;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_2_50_2', 'test-file': 'generated_dataset_05000_2_50_2', 'core-file': 'generated_dataset_05000_2_50_2'};-1000000000.0;[None]
32;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_3', 'test-file': 'generated_dataset_05000_2_50_3', 'core-file': 'generated_dataset_05000_2_50_3'};0.839;[lambda x: x['F2'] > 0.3438209471033756,[lambda x: x['F5'] == 'C',[0.652058],[1.096409]],[lambda x: x['F2'] > 0.8502794764166306,[1.667717],[0.239172]]]
33;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_3', 'test-file': 'generated_dataset_05000_2_50_3', 'core-file': 'generated_dataset_05000_2_50_3'};54.23;[lambda x: x['F2'] > 0.8502794764166306,[lambda x: x['F2'] > 0.3438209471033756,[lambda x: x['F5'] == 'C',[0.652058],[1.096409]],[lambda x: x['F6'] > 0.24919409141313775,[2.619232],[1.454395]]],[lambda x: x['F11'] == 'D',[lambda x: x['F1'] > 0.6455099263721316,[0.100584],[0.338513]],[lambda x: x['F8'] > 0.44313825360145137,[0.995846],[0.06488]]]]
34;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_3', 'test-file': 'generated_dataset_05000_2_50_3', 'core-file': 'generated_dataset_05000_2_50_3'};-1000000000.0;[None]
35;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_2_50_3', 'test-file': 'generated_dataset_05000_2_50_3', 'core-file': 'generated_dataset_05000_2_50_3'};-1000000000.0;[None]
36;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_2_50_4', 'test-file': 'generated_dataset_05000_2_50_4', 'core-file': 'generated_dataset_05000_2_50_4'};0.858;[lambda x: x['F10'] == 'X',[lambda x: x['F0'] > 0.15196399548204964,[1.578411],[0.631766]],[lambda x: x['F6'] > 0.5688607327549775,[2.798009],[0.995427]]]
37;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_2_50_4', 'test-file': 'generated_dataset_05000_2_50_4', 'core-file': 'generated_dataset_05000_2_50_4'};52.987;[lambda x: x['F6'] > 0.5688607327549775,[lambda x: x['F10'] == 'X',[lambda x: x['F0'] > 0.15196399548204964,[2.030518],[0.416278]],[lambda x: x['F5'] == 'E',[3.328567],[1.373168]]],[lambda x: x['F2'] > 0.45416879358088996,[lambda x: x['F5'] == 'E',[0.82418],[1.440658]],[lambda x: x['F0'] > 0.5510819075343724,[1.208612],[0.9098]]]]
38;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_2_50_4', 'test-file': 'generated_dataset_05000_2_50_4', 'core-file': 'generated_dataset_05000_2_50_4'};-1000000000.0;[None]
39;{'hyper-tune': '0', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_2_50_4', 'test-file': 'generated_dataset_05000_2_50_4', 'core-file': 'generated_dataset_05000_2_50_4'};-1000000000.0;[None]
