id;settings;time;tree
35;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Dialysis_partition_1", "test-file": "test/Dialysis_partition_1", "core-file": "Dialysis"};137.056;[lambda x: x['fac_center'] < 1265.5,[lambda x: x['num_age'] < 64.5,[lambda x: x['num_age'] < 82.5,[None],[None]],[lambda x: x['num_age'] < 44.5,[lambda x: x['num_age'] < 58.5,[None],[None]],[lambda x: x['fac_disease'] in ['renal','other','congen','hypert'],[None],[None]]]],[lambda x: x['num_age'] < 50.5,[lambda x: x['fac_center'] < 1006.4999999999999,[lambda x: x['fac_center'] < 1129.5,[None],[None]],[lambda x: x['fac_center'] < 124.0,[None],[None]]],[lambda x: x['fac_center'] < 829.9999999999999,[lambda x: x['fac_center'] < 1129.5,[None],[None]],[lambda x: x['fac_center'] < 691.0,[None],[None]]]]]
36;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Dialysis_partition_2", "test-file": "test/Dialysis_partition_2", "core-file": "Dialysis"};146.29;[lambda x: x['num_age'] < 64.5,[lambda x: x['fac_center'] < 124.0,[lambda x: x['fac_center'] < 1129.5,[lambda x: x['fac_center'] < 1404.5,[None],[None]],[lambda x: x['fac_center'] < 1006.4999999999999,[None],[None]]],[None]],[lambda x: x['fac_center'] < 1265.5,[lambda x: x['num_age'] < 44.5,[lambda x: x['num_age'] < 53.50000000000001,[None],[None]],[lambda x: x['fac_disease'] in ['diabetes'],[None],[None]]],[lambda x: x['fac_center'] < 830.4999999999999,[lambda x: x['fac_center'] < 1129.5,[None],[None]],[lambda x: x['fac_center'] < 691.0,[None],[None]]]]]
37;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Dialysis_partition_3", "test-file": "test/Dialysis_partition_3", "core-file": "Dialysis"};141.395;[lambda x: x['fac_center'] < 829.9999999999999,[lambda x: x['fac_center'] < 1265.5,[lambda x: x['fac_center'] < 3330.0,[lambda x: x['num_age'] < 53.50000000000001,[None],[None]],[lambda x: x['fac_center'] < 2721.5,[None],[None]]],[lambda x: x['fac_center'] < 1129.5,[None],[lambda x: x['num_age'] < 50.49999999999999,[None],[None]]]],[lambda x: x['num_age'] < 74.5,[None],[lambda x: x['fac_center'] < 691.0,[None],[lambda x: x['fac_center'] < 124.0,[None],[None]]]]]
38;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Dialysis_partition_4", "test-file": "test/Dialysis_partition_4", "core-file": "Dialysis"};135.896;[lambda x: x['fac_center'] < 1129.5,[lambda x: x['num_age'] < 61.5,[lambda x: x['fac_center'] < 1265.5,[lambda x: x['num_age'] < 71.5,[None],[None]],[None]],[lambda x: x['fac_center'] < 2721.5,[lambda x: x['fac_center'] < 3330.0,[None],[None]],[lambda x: x['fac_center'] < 1265.5,[None],[None]]]],[lambda x: x['num_age'] < 64.5,[lambda x: x['fac_center'] < 124.0,[lambda x: x['num_age'] < 74.5,[None],[None]],[None]],[lambda x: x['fac_center'] < 830.4999999999999,[lambda x: x['num_age'] < 50.49999999999999,[None],[None]],[lambda x: x['num_age'] < 40.49999999999999,[None],[None]]]]]
39;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_1", "test-file": "test/divorce_partition_1", "core-file": "divorce"};55.363;[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[None],[lambda x: x['fac_heblack'] in ['Yes'],[None],[None]]],[lambda x: x['fac_heduc'] in ['12-15','<12'],[None],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]]]]
40;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_2", "test-file": "test/divorce_partition_2", "core-file": "divorce"};77.046;[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[lambda x: x['fac_heduc'] in ['12-15','16+'],[lambda x: x['fac_heblack'] in ['Yes'],[None],[None]],[None]],[lambda x: x['fac_heblack'] in ['Yes'],[None],[None]]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[lambda x: x['fac_heblack'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]]]]]
41;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_3", "test-file": "test/divorce_partition_3", "core-file": "divorce"};100.676;[lambda x: x['fac_mixed'] in ['Yes'],[lambda x: x['fac_heduc'] in ['12-15'],[None],[None]],[lambda x: x['fac_heduc'] in ['12-15','16+'],[None],[None]]]
42;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/divorce_partition_4", "test-file": "test/divorce_partition_4", "core-file": "divorce"};71.438;[lambda x: x['fac_heduc'] in ['16+','<12'],[lambda x: x['fac_heblack'] in ['Yes'],[None],[None]],[lambda x: x['fac_mixed'] in ['Yes'],[None],[None]]]
43;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_1", "test-file": "test/flchain_partition_1", "core-file": "flchain"};229.803;[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','External Causes','Injury and Poisoning','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[None],[lambda x: x['fac_chapter'] in ['Injury and Poisoning'],[lambda x: x['num_age'] < 90.5,[None],[lambda x: x['num_kappa'] < 2.4450000000000003,[None],[None]]],[None]]]
44;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_2", "test-file": "test/flchain_partition_2", "core-file": "flchain"};465.922;[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','External Causes','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[lambda x: x['fac_chapter'] in ['Digestive','Circulatory','Genitourinary','Neoplasms','External Causes','Injury and Poisoning','Respiratory'],[None],[None]],[lambda x: x['num_kappa'] < 2.765,[lambda x: x['num_age'] < 90.5,[None],[None]],[lambda x: x['num_age'] < 84.5,[None],[None]]]]
45;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_3", "test-file": "test/flchain_partition_3", "core-file": "flchain"};497.363;[lambda x: x['fac_chapter'] in ['missing'],[lambda x: x['num_kappa'] < 2.465,[None],[None]],[None]]
46;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/flchain_partition_4", "test-file": "test/flchain_partition_4", "core-file": "flchain"};495.544;[lambda x: x['fac_chapter'] in ['Congenital','Digestive','Circulatory','Genitourinary','Ill Defined','Neoplasms','Nervous','Musculoskeletal','External Causes','Injury and Poisoning','Infectious','Mental','Skin','Blood','Respiratory','Endocrine'],[None],[lambda x: x['fac_chapter'] in ['Injury and Poisoning'],[lambda x: x['num_kappa'] < 2.5700000000000003,[lambda x: x['num_lambda'] < 4.0600000000000005,[None],[None]],[lambda x: x['num_age'] < 84.5,[None],[None]]],[None]]]
47;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_1", "test-file": "test/Framingham_partition_1", "core-file": "Framingham"};196.036;[lambda x: x['num_age'] < 47.5,[lambda x: x['fac_sex'] in ['M'],[lambda x: x['num_sbp'] < 145.5,[None],[None]],[lambda x: x['num_sbp'] < 182.0,[None],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 219.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
48;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_2", "test-file": "test/Framingham_partition_2", "core-file": "Framingham"};222.048;[lambda x: x['num_age'] < 47.5,[lambda x: x['num_sbp'] < 166.5,[None],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['num_dbp'] < 84.5,[lambda x: x['num_scl'] < 217.5,[None],[None]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]]
49;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_3", "test-file": "test/Framingham_partition_3", "core-file": "Framingham"};238.158;[lambda x: x['num_age'] < 45.5,[lambda x: x['num_sbp'] < 166.5,[None],[lambda x: x['fac_sex'] in ['M'],[None],[None]]],[lambda x: x['fac_sex'] in ['M'],[None],[None]]]
50;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/Framingham_partition_4", "test-file": "test/Framingham_partition_4", "core-file": "Framingham"};283.781;[lambda x: x['fac_sex'] in ['M'],[lambda x: x['num_age'] < 50.5,[lambda x: x['num_sbp'] < 164.5,[None],[None]],[lambda x: x['num_scl'] < 223.5,[lambda x: x['num_dbp'] < 83.5,[None],[None]],[None]]],[lambda x: x['num_age'] < 35.5,[lambda x: x['num_scl'] < 223.5,[lambda x: x['num_dbp'] < 92.5,[None],[None]],[lambda x: x['num_age'] < 47.5,[None],[None]]],[None]]]
51;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_1", "test-file": "test/hdfail_partition_1", "core-file": "hdfail"};600.0;[None]
52;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_2", "test-file": "test/hdfail_partition_2", "core-file": "hdfail"};600.0;[None]
53;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_3", "test-file": "test/hdfail_partition_3", "core-file": "hdfail"};600.0;[None]
54;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/hdfail_partition_4", "test-file": "test/hdfail_partition_4", "core-file": "hdfail"};600.0;[None]
55;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_1", "test-file": "test/nwtco_partition_1", "core-file": "nwtco"};128.523;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 34.5,[lambda x: x['num_age'] < 84.5,[None],[None]],[None]],[lambda x: x['num_age'] < 8.500000000000002,[lambda x: x['num_stage'] < 1.5,[None],[None]],[None]]]
56;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_2", "test-file": "test/nwtco_partition_2", "core-file": "nwtco"};226.83;[lambda x: x['num_stage'] < 1.5,[lambda x: x['fac_histol'] in ['Favourable'],[lambda x: x['num_age'] < 8.500000000000002,[None],[None]],[lambda x: x['num_age'] < 84.5,[None],[None]]],[lambda x: x['num_age'] < 20.5,[None],[lambda x: x['fac_histol'] in ['Unfavourable'],[None],[None]]]]
57;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_3", "test-file": "test/nwtco_partition_3", "core-file": "nwtco"};175.043;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 84.5,[None],[lambda x: x['num_age'] < 34.5,[None],[None]]],[lambda x: x['num_age'] < 9.5,[lambda x: x['fac_stage'] < 1.5,[None],[None]],[None]]]
58;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/nwtco_partition_4", "test-file": "test/nwtco_partition_4", "core-file": "nwtco"};214.064;[lambda x: x['fac_histol'] in ['Unfavourable'],[lambda x: x['num_age'] < 84.5,[None],[lambda x: x['num_age'] < 34.5,[None],[None]]],[lambda x: x['num_stage'] < 1.5,[lambda x: x['num_age'] < 8.500000000000002,[None],[None]],[lambda x: x['num_age'] < 20.5,[None],[None]]]]
59;{"hyper-tune": "1", "cost-complexity": 0, "max-num-nodes": 15, "max-depth": 4, "file": "train/oldmort_partition_1", "test-file": "test/oldmort_partition_1", "core-file": "oldmort"};717.282;[lambda x: x['num_imr_birth'] < 17.992595465,[lambda x: x['fac_birthplace'] in ['parish'],[lambda x: x['num_birthdate'] < 1796.4544104259498,[None],[None]],[lambda x: x['num_imr_birth'] < 20.60932578,[None],[None]]],[lambda x: x['num_birthdate'] < 1794.3927664496873,[lambda x: x['num_birthdate'] < 1802.6256528197018,[None],[None]],[lambda x: x['num_birthdate'] < 1785.510996119017,[None],[None]]]]
