id;settings;time;tree
10;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_10_2', 'test-file': 'generated_dataset_05000_1_10_2', 'core-file': 'generated_dataset_05000_1_10_2'};1.912;[lambda x: x['F0'] > 0.4464125867502716,[lambda x: x['F1'] > 0.4526780582470192,[lambda x: x['F0'] > 0.05198607040502906,[lambda x: x['F2'] > 0.1526848905779018,[0.734404],[3.610626]],[lambda x: x['F4'] == 'Y',[0.598419],[1.042257]]],[lambda x: x['F4'] == 'Z',[lambda x: x['F0'] > 0.05198607040502906,[0.738211],[0.652734]],[lambda x: x['F1'] > 0.5481413947987572,[1.080193],[1.938946]]]],[lambda x: x['F5'] == 'A',[lambda x: x['F0'] > 0.7527191922645176,[lambda x: x['F0'] > 0.5509562085368163,[0.594393],[0.907204]],[lambda x: x['F0'] > 0.8548127600381159,[1.187585],[4.888424]]],[lambda x: x['F4'] == 'X',[lambda x: x['F1'] > 0.4526780582470192,[5.327692],[0.934853]],[lambda x: x["F3"],[1.931498],[2.388192]]]]]
11;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_10_2', 'test-file': 'generated_dataset_05000_1_10_2', 'core-file': 'generated_dataset_05000_1_10_2'};25.356;[lambda x: x['F0'] > 0.4464125867502716,[lambda x: x['F0'] > 0.05198607040502906,[lambda x: x['F1'] > 0.35382741758784864,[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.1526848905779018,[0.766075],[5.154958]],[lambda x: x['F5'] == 'B',[1.257123],[7.741478]]],[lambda x: x['F1'] > 0.4526780582470192,[lambda x: x['F2'] > 0.1526848905779018,[0.672907],[4.767408]],[lambda x: x['F4'] == 'Z',[0.738211],[2.348221]]]],[lambda x: x['F1'] > 0.4526780582470192,[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'Y',[0.585018],[1.087745]],[lambda x: x['F2'] > 0.446561510277082,[0.545969],[0.933908]]],[lambda x: x['F4'] == 'Z',[lambda x: x['F0'] > 0.3446027863439068,[0.638955],[0.698714]],[lambda x: x['F1'] > 0.5481413947987572,[1.007187],[1.90339]]]]],[lambda x: x['F5'] == 'A',[lambda x: x['F0'] > 0.8548127600381159,[lambda x: x['F0'] > 0.7527191922645176,[lambda x: x['F0'] > 0.5509562085368163,[0.594393],[0.907204]],[lambda x: x['F5'] == 'C',[1.31026],[0.900074]]],[lambda x: x['F1'] > 0.7607012855684954,[lambda x: x['F2'] > 0.446561510277082,[5.344092],[4.325402]],[lambda x: x['F5'] == 'E',[7.343428],[2.758135]]]],[lambda x: x['F1'] > 0.4526780582470192,[lambda x: x['F4'] == 'Y',[lambda x: x['F4'] == 'X',[6.44817],[2.138658]],[lambda x: x['F0'] > 0.654070456298765,[8.421046],[3.753345]]],[lambda x: x['F1'] > 0.5481413947987572,[lambda x: x['F2'] > 0.6466273655388963,[1.693462],[4.064032]],[lambda x: x['F4'] == 'X',[0.799935],[2.156339]]]]]]
12;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_10_3', 'test-file': 'generated_dataset_05000_1_10_3', 'core-file': 'generated_dataset_05000_1_10_3'};0.027;[lambda x: x['F4'] == 'X',[lambda x: x['F1'] > 0.45532534503863376,[0.806877],[1.744592]],[lambda x: x['F0'] > 0.3473739987512092,[1.172056],[0.640187]]]
13;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_10_3', 'test-file': 'generated_dataset_05000_1_10_3', 'core-file': 'generated_dataset_05000_1_10_3'};0.076;[lambda x: x['F0'] > 0.3473739987512092,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.05266889659836205,[0.650997],[0.954576]],[lambda x: x['F0'] > 0.15753095832471348,[1.57177],[0.967326]]],[lambda x: x['F1'] > 0.45532534503863376,[lambda x: x['F1'] > 0.35464916211039715,[0.710578],[0.903174]],[lambda x: x['F4'] == 'X',[3.036388],[0.60659]]]]
14;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_10_3', 'test-file': 'generated_dataset_05000_1_10_3', 'core-file': 'generated_dataset_05000_1_10_3'};1.978;[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.851061136135421,[lambda x: x['F0'] > 0.3473739987512092,[lambda x: x['F0'] > 0.05266889659836205,[0.650997],[0.954576]],[lambda x: x['F1'] > 0.45532534503863376,[0.801957],[4.299669]]],[lambda x: x['F0'] > 0.9467251173383159,[lambda x: x['F1'] > 0.45532534503863376,[0.725445],[2.228944]],[lambda x: x['F5'] == 'C',[0.634196],[1.001915]]]],[lambda x: x['F0'] > 0.05266889659836205,[lambda x: x['F2'] > 0.5419222984625689,[lambda x: x['F2'] > 0.05076128916505496,[3.760296],[1.462956]],[lambda x: x['F2'] > 0.7475119659399163,[5.488711],[2.118431]]],[lambda x: x['F0'] > 0.3473739987512092,[lambda x: x['F0'] > 0.15753095832471348,[1.380722],[0.967326]],[lambda x: x['F1'] > 0.04479700211061466,[0.888391],[0.630232]]]]]
15;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_10_3', 'test-file': 'generated_dataset_05000_1_10_3', 'core-file': 'generated_dataset_05000_1_10_3'};25.668;[lambda x: x['F0'] > 0.851061136135421,[lambda x: x['F4'] == 'X',[lambda x: x['F0'] > 0.3473739987512092,[lambda x: x['F2'] > 0.9505813421450582,[lambda x: x['F0'] > 0.05266889659836205,[0.652276],[0.946888]],[lambda x: x['F0'] > 0.15753095832471348,[0.636691],[1.510158]]],[lambda x: x['F1'] > 0.45532534503863376,[lambda x: x['F1'] > 0.35464916211039715,[0.759821],[1.008635]],[lambda x: x['F2'] > 0.9505813421450582,[4.419233],[2.756228]]]],[lambda x: x['F0'] > 0.05266889659836205,[lambda x: x['F2'] > 0.5419222984625689,[lambda x: x['F2'] > 0.05076128916505496,[3.760296],[1.462956]],[lambda x: x['F2'] > 0.7475119659399163,[5.488711],[2.118431]]],[lambda x: x['F0'] > 0.3473739987512092,[lambda x: x['F0'] > 0.15753095832471348,[1.380722],[0.967326]],[lambda x: x['F1'] > 0.45532534503863376,[0.700068],[0.582543]]]]],[lambda x: x['F1'] > 0.8555416008238665,[lambda x: x['F0'] > 0.9467251173383159,[lambda x: x['F4'] == 'X',[lambda x: x['F1'] > 0.45532534503863376,[0.725445],[2.518991]],[lambda x: x['F1'] > 0.6623315576345061,[0.709537],[0.355581]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F1'] > 0.35464916211039715,[0.540869],[0.881551]],[lambda x: x['F5'] == 'C',[0.538851],[1.233665]]]],[lambda x: x['F4'] == 'Y',[lambda x: x['F4'] == 'Z',[lambda x: x['F2'] > 0.8467127797250701,[0.652057],[1.792869]],[lambda x: x['F2'] > 0.2545546499959434,[29.978087],[1.93856]]],[lambda x: x["F3"],[lambda x: x['F2'] > 0.6483573639441998,[0.596033],[6.965244]],[lambda x: x['F1'] > 0.9451184214470945,[0.907792],[4.488552]]]]]]
16;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_10_4', 'test-file': 'generated_dataset_05000_1_10_4', 'core-file': 'generated_dataset_05000_1_10_4'};0.018;[lambda x: x['F4'] == 'X',[lambda x: x['F2'] > 0.7550207456912066,[1.322152],[0.771927]],[lambda x: x['F1'] > 0.5524104443304054,[0.666078],[1.044675]]]
17;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_10_4', 'test-file': 'generated_dataset_05000_1_10_4', 'core-file': 'generated_dataset_05000_1_10_4'};0.089;[lambda x: x['F4'] == 'X',[lambda x: x["F3"],[lambda x: x['F2'] > 0.6553075414925295,[2.158949],[0.826083]],[lambda x: x['F5'] == 'E',[0.844347],[1.68803]]],[lambda x: x['F1'] > 0.5524104443304054,[lambda x: x['F0'] > 0.848921026050019,[0.644794],[0.794572]],[lambda x: x['F5'] == 'A',[1.421102],[0.473517]]]]
18;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_10_4', 'test-file': 'generated_dataset_05000_1_10_4', 'core-file': 'generated_dataset_05000_1_10_4'};1.942;[lambda x: x['F4'] == 'X',[lambda x: x["F3"],[lambda x: x['F2'] > 0.6553075414925295,[lambda x: x['F0'] > 0.14855645953684138,[0.784819],[3.027562]],[lambda x: x['F4'] == 'Z',[1.343918],[0.575572]]],[lambda x: x['F5'] == 'D',[lambda x: x['F5'] == 'E',[0.952614],[1.68803]],[lambda x: x['F2'] > 0.14671729685798907,[3.192959],[0.522024]]]],[lambda x: x['F1'] > 0.5524104443304054,[lambda x: x['F2'] > 0.2554510668306582,[lambda x: x['F1'] > 0.16137744376807728,[0.451442],[0.746046]],[lambda x: x['F0'] > 0.848921026050019,[0.643148],[0.862152]]],[lambda x: x['F0'] > 0.9508973641692007,[lambda x: x['F5'] == 'A',[1.504834],[0.472854]],[lambda x: x['F1'] > 0.9504133848846908,[0.549157],[0.184036]]]]]
19;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_10_4', 'test-file': 'generated_dataset_05000_1_10_4', 'core-file': 'generated_dataset_05000_1_10_4'};25.383;[lambda x: x['F4'] == 'X',[lambda x: x["F3"],[lambda x: x['F2'] > 0.6553075414925295,[lambda x: x['F0'] > 0.14855645953684138,[lambda x: x['F0'] > 0.04727494471422178,[0.552128],[1.063776]],[lambda x: x['F5'] == 'B',[2.91099],[3.625884]]],[lambda x: x['F2'] > 0.7550207456912066,[lambda x: x['F0'] > 0.14855645953684138,[0.711828],[1.53687]],[lambda x: x['F4'] == 'Z',[1.239583],[0.471966]]]],[lambda x: x['F5'] == 'D',[lambda x: x['F5'] == 'B',[lambda x: x['F5'] == 'E',[1.017851],[1.68803]],[lambda x: x['F0'] > 0.3464311491466338,[0.977121],[0.796347]]],[lambda x: x['F1'] > 0.05237389951358451,[lambda x: x['F2'] > 0.6553075414925295,[0.980634],[0.437269]],[lambda x: x['F2'] > 0.14671729685798907,[3.720126],[0.510473]]]]],[lambda x: x['F5'] == 'C',[lambda x: x['F0'] > 0.9508973641692007,[lambda x: x['F1'] > 0.5524104443304054,[lambda x: x['F0'] > 0.848921026050019,[0.63973],[0.966952]],[lambda x: x['F5'] == 'A',[1.55166],[0.472854]]],[lambda x: x['F1'] > 0.4485640829119993,[lambda x: x['F1'] > 0.25755902232520467,[0.31056],[0.652674]],[lambda x: x['F1'] > 0.5524104443304054,[2.488172],[0.54152]]]],[lambda x: x['F1'] > 0.5524104443304054,[lambda x: x['F2'] > 0.9444927855248141,[lambda x: x['F0'] > 0.04727494471422178,[1.840415],[0.659613]],[lambda x: x['F0'] > 0.4488991797568374,[0.243822],[1.4799]]],[lambda x: x['F0'] > 0.7476004557864624,[lambda x: x['F0'] > 0.04727494471422178,[4.919178],[1.434806]],[lambda x: x['F2'] > 0.6553075414925295,[0.672081],[2.4893]]]]]]
20;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_0', 'test-file': 'generated_dataset_05000_1_50_0', 'core-file': 'generated_dataset_05000_1_50_0'};0.017;[lambda x: x['F0'] > 0.2523953557878078,[lambda x: x['F2'] > 0.14594462873547892,[0.625726],[0.135494]],[lambda x: x['F5'] == 'E',[1.658649],[0.709191]]]
21;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_0', 'test-file': 'generated_dataset_05000_1_50_0', 'core-file': 'generated_dataset_05000_1_50_0'};0.081;[lambda x: x['F0'] > 0.4475685281506395,[lambda x: x['F2'] > 0.14594462873547892,[lambda x: x['F2'] > 0.046404070103605255,[0.833405],[0.529718]],[lambda x: x['F0'] > 0.2523953557878078,[0.135494],[1.617516]]],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'Y',[2.252263],[1.037228]],[lambda x: x['F1'] > 0.7499734181643818,[0.269888],[1.870395]]]]
22;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_0', 'test-file': 'generated_dataset_05000_1_50_0', 'core-file': 'generated_dataset_05000_1_50_0'};1.782;[lambda x: x['F0'] > 0.4475685281506395,[lambda x: x['F2'] > 0.14594462873547892,[lambda x: x['F1'] > 0.9480968251776569,[lambda x: x['F2'] > 0.046404070103605255,[0.811041],[0.54539]],[lambda x: x['F4'] == 'Z',[0.153378],[5.868571]]],[lambda x: x['F0'] > 0.2523953557878078,[lambda x: x['F4'] == 'Z',[0.039373],[0.32908]],[lambda x: x['F4'] == 'Y',[1.386654],[2.204388]]]],[lambda x: x['F1'] > 0.7499734181643818,[lambda x: x['F4'] == 'Y',[lambda x: x['F5'] == 'E',[2.438348],[0.052274]],[lambda x: x["F3"],[0.809555],[0.950511]]],[lambda x: x['F0'] > 0.7452904009036343,[lambda x: x['F2'] > 0.44881060122496563,[5.383785],[1.879286]],[lambda x: x['F0'] > 0.8517115856834435,[1.253971],[0.807028]]]]]
23;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 31, 'max-depth': 5, 'file': 'generated_dataset_05000_1_50_0', 'test-file': 'generated_dataset_05000_1_50_0', 'core-file': 'generated_dataset_05000_1_50_0'};25.394;[lambda x: x['F0'] > 0.4475685281506395,[lambda x: x['F2'] > 0.14594462873547892,[lambda x: x['F5'] == 'D',[lambda x: x['F1'] > 0.9480968251776569,[lambda x: x['F2'] > 0.046404070103605255,[0.849283],[0.548075]],[lambda x: x['F4'] == 'Z',[0.123485],[5.868571]]],[lambda x: x['F1'] > 0.1514111040554505,[lambda x: x["F3"],[0.239243],[4.045236]],[lambda x: x['F0'] > 0.05169760906553428,[0.092065],[0.593947]]]],[lambda x: x['F0'] > 0.2523953557878078,[lambda x: x['F4'] == 'Z',[lambda x: x['F1'] > 0.3435242010699052,[0.01125],[0.054514]],[lambda x: x['F1'] > 0.3435242010699052,[0.228211],[0.391486]]],[lambda x: x['F5'] == 'A',[lambda x: x['F4'] == 'Y',[1.409991],[2.515888]],[lambda x: x['F1'] > 0.3435242010699052,[1.005084],[1.553935]]]]],[lambda x: x['F1'] > 0.7499734181643818,[lambda x: x['F4'] == 'Y',[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'A',[2.352227],[2.718457]],[lambda x: x['F1'] > 0.6445607764512506,[0.029877],[0.208796]]],[lambda x: x['F1'] > 0.4420125212691904,[lambda x: x['F1'] > 0.24495441322136297,[0.980245],[0.67129]],[lambda x: x['F0'] > 0.5503733947536653,[0.622305],[1.025366]]]],[lambda x: x['F0'] > 0.7452904009036343,[lambda x: x['F2'] > 0.44881060122496563,[lambda x: x['F2'] > 0.3460453546395029,[4.739218],[10.34556]],[lambda x: x['F2'] > 0.5491717684676827,[2.664051],[1.7154]]],[lambda x: x['F0'] > 0.8517115856834435,[lambda x: x['F4'] == 'X',[1.625868],[0.612177]],[lambda x: x['F2'] > 0.6485194163229573,[0.712745],[1.000107]]]]]]
24;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 3, 'max-depth': 2, 'file': 'generated_dataset_05000_1_50_1', 'test-file': 'generated_dataset_05000_1_50_1', 'core-file': 'generated_dataset_05000_1_50_1'};0.018;[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[0.775042],[1.273926]],[lambda x: x["F3"],[3.870836],[0.771596]]]
25;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 7, 'max-depth': 3, 'file': 'generated_dataset_05000_1_50_1', 'test-file': 'generated_dataset_05000_1_50_1', 'core-file': 'generated_dataset_05000_1_50_1'};0.075;[lambda x: x["F3"],[lambda x: x['F5'] == 'E',[lambda x: x['F5'] == 'D',[0.744351],[1.846972]],[lambda x: x['F2'] > 0.7468046472762953,[6.081189],[1.212452]]],[lambda x: x['F5'] == 'D',[lambda x: x['F2'] > 0.7468046472762953,[0.717664],[1.071471]],[lambda x: x['F1'] > 0.5564889652328351,[1.429248],[0.235061]]]]
26;{'mode': 'direct', 'cost-complexity': 0, 'max-num-nodes': 15, 'max-depth': 4, 'file': 'generated_dataset_05000_1_50_1', 'test-file': 'generated_dataset_05000_1_50_1', 'core-file': 'generated_dataset_05000_1_50_1'};1.841;[lambda x: x['F5'] == 'D',[lambda x: x["F3"],[lambda x: x['F5'] == 'E',[lambda x: x['F4'] == 'Y',[0.801724],[0.632245]],[lambda x: x['F2'] > 0.7468046472762953,[6.081189],[1.212452]]],[lambda x: x['F2'] > 0.7468046472762953,[lambda x: x['F5'] == 'B',[0.661458],[0.916042]],[lambda x: x['F2'] > 0.9533409415532481,[1.159002],[0.767016]]]],[lambda x: x['F1'] > 0.5564889652328351,[lambda x: x['F2'] > 0.8514315935163814,[lambda x: x['F1'] > 0.45585593189970947,[2.161695],[1.287026]],[lambda x: x['F0'] > 0.050061629962355414,[5.028298],[0.453495]]],[lambda x: x["F3"],[lambda x: x['F0'] > 0.1412298808218016,[1.283603],[2.053028]],[lambda x: x['F2'] > 0.7468046472762953,[0.169102],[0.525362]]]]]
